"Time","Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","FlightType","Routing","Waypoint","RoutingType","Scenario"
"21:36:25","CTN366","LDZA","LWSK",875.57,237.2,"DH8D(MEDIUM)","IFR","LDZA_PODOB","PODOB","Departure","Current"
"21:45:38","WZZ69","LDSP","EPKT",1922.13,206.3,"A320(MEDIUM)","IFR","LDSP_VEBAL.3","VEBAL 3","Departure","Current"
"21:46:21","ANE2462","LDDU","LFLL",1647.18,310.39999,"CRJ9(MEDIUM)","IFR","LDDU_BAXON","BAXON","Departure","Current"
"21:47:57","EIN47K","LDPL","EIDW",1305.92,103.8,"A320(MEDIUM)","IFR","LDPL_PEVAL","PEVAL","Departure","Current"
"21:48:08","NAX8LN#2","ENGM","LDSP",806.67,209.10001,"B738(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","Current"
"21:50:06","CTN664","LDZA","LDDU",1595.67,222.39999,"A319(MEDIUM)","IFR","LDZA_LDDU",NA,"Domestic","Current"
"21:54:12","IBK81T","LDDU","EKCH",2533.23,301.29999,"B738(MEDIUM)","IFR","LDDU_OBUTI.2","OBUTI 2","Departure","Current"
"21:54:16","EZY51XH","LDSP","EGAA",1945.42,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"21:56:49","CTN632","LDZD","LDPL",376.05,81.2,"DH8D(MEDIUM)","IFR","LDZD_LDPL.1",NA,"Domestic","Current"
"22:10:29","SAS2789","EKCH","LDSP",665.17,222.89999,"CRJ9(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","Current"
"22:16:38","EIN4HJ","LDSP","EIDW",2088.03,241.89999,"A320(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"22:24:59","EZY2042","LDDU","EGGW",2563.33,344.39999,"A320(MEDIUM)","IFR","LDDU_PEVAL.1","PEVAL 1","Departure","Current"
"22:34:27","CTN648","LDSP","LDDU",931.57,105,"A320(MEDIUM)","IFR","LDSP_LDDU",NA,"Domestic","Current"
"22:51:38","WZZ489","LDSP","EGGW",2088.03,241.89999,"A320(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","Current"
"23:11:30","AMC7518","LMML","LDZA",970.38,252,"A320(MEDIUM)","IFR","XOLTA_LDZA","XOLTA","Arrival","Current"
"23:27:36","SAS2790","LDSP","EKCH",1424.6,249.10001,"CRJ9(MEDIUM)","IFR","LDSP_ROTAR.1","ROTAR 1","Departure","Current"
"23:30:02","ADR1363","HEGN","LJLJ",1524.28,385.89999,"A319(MEDIUM)","IFR","OUTSIDE.FIR.S_LJLJ","OUTSIDE FIR S","Arrival","Current"
"23:46:34","NAX1958","ENGM","LDZD",470.52,153.8,"B738(MEDIUM)","IFR","DARZA_LDZD","DARZA","Arrival","Current"
"23:49:42","CTN2301","LGIR","LDZA",1151.65,319.79999,"A319(MEDIUM)","IFR","VAKSU_LDZA","VAKSU","Arrival","Current"
"00:57:59","CSA6791","LDRI","LZKZ",440.07,165.3,"AT45(MEDIUM)","IFR","LDRI_KOPRY","KOPRY","Departure","PBN"
"04:00:05","CSA7826","LKMT","LDSP",576.08,222.89999,"AT75(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","PBN"
"04:04:45","VLG127G","LEBL","LDZD",486.47,166.3,"A320(MEDIUM)","IFR","LABIN_LDZD","LABIN","Arrival","PBN"
"04:31:43","QTR3QJ","OTHH","LDZA",822.62,234.39999,"A320(MEDIUM)","IFR","OUTSIDE.FIR.E_LDZA","OUTSIDE FIR E","Arrival","PBN"
"04:41:13","CTN3T","LDPL","LDZD",357.18,77.6,"DH8D(MEDIUM)","IFR","LDPL_LDZD",NA,"Domestic","PBN"
"04:42:36","ADR46H","LJLJ","LGIR",2331.58,304.10001,"A319(MEDIUM)","IFR","LJLJ_NILKU","NILKU","Departure","PBN"
"04:58:10","EZY59WT","LIMC","LDSP",795.08,225.7,"A320(MEDIUM)","IFR","LABIN_LDSP","LABIN","Arrival","PBN"
"05:01:09","EWG9RB","EDDS","LDSP",885.25,218.39999,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","PBN"
"05:03:50","TDR811","LDOS","LDZA",252.55,137.60001,"L410(MEDIUM)","IFR","LDOS_LDZA.1",NA,"Domestic","PBN"
"05:06:43","CTN341","LQSA","LDZA",650.07,165.2,"DH8D(MEDIUM)","IFR","LQSA_LDZA",NA,"Domestic","PBN"
"05:08:42","CTN5H","LDSP","LDZA",1315.03,157.7,"A319(MEDIUM)","IFR","LDSP_LDZA",NA,"Domestic","PBN"
"05:09:28","EZS69DH","LFSB","LDSP",963.08,211.5,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","PBN"
"05:11:28","THY3RA","LTBA","LDDU",196.18,96.6,"A320(MEDIUM)","IFR","MOKUN_LDDU","MOKUN","Arrival","PBN"
"05:17:55","CTN6B","LDDU","LDZA",1655.92,238.60001,"A320(MEDIUM)","IFR","LDDU_LDZA.2",NA,"Domestic","PBN"
"05:20:54","BUC8651","LICC","LDZD",1089.65,233.8,"MD82(MEDIUM)","IFR","AIOSA_LDZD","AIOSA","Arrival","PBN"
"05:23:04","LOT8241","EETN","LDRI",138.13,84.6,"CRJ9(MEDIUM)","IFR","ARMIX_LDRI","ARMIX","Arrival","PBN"
"05:24:37","EWG6VH","EDDT","LDZD",424.9,154.2,"A320(MEDIUM)","IFR","SABAD_LDZD","SABAD","Arrival","PBN"
"05:25:18","DLH8LA","LDZA","EDDF",750.22,81.1,"CRJ9(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"05:26:45","CTN1W","LDZA","LDSP",650.87,159.60001,"DH8D(MEDIUM)","IFR","LDZA_LDSP",NA,"Domestic","PBN"
"05:29:49","VLG7723","LEBL","LDDU",523.9,170.5,"A320(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","PBN"
"05:31:17","9ASET#2","LDLO","LOWW",125.48,99.2,"BE9L(MEDIUM)","VFR","LDLO_OUTSIDE.FIR.N","OUTSIDE FIR N","Departure","PBN"
"05:33:06","CTN4436","LDZA","EDDM",514.53,114.2,"DH8D(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","PBN"
"05:33:45","GSW2988","LSZH","LDZD",543.22,167.5,"A319(MEDIUM)","IFR","PEVAL_LDZD","PEVAL","Arrival","PBN"
"05:36:00","MGX256","LYPG","LFLL",2009.28,241.5,"B735(MEDIUM)","IFR","LYPG_KATTI","KATTI","Departure","PBN"
"05:36:31","THY8LK","LTBA","LJLJ",1332.27,225.2,"A320(MEDIUM)","IFR","SOMUN_LJLJ","SOMUN","Arrival","PBN"
"05:37:43","HAKAR","LDSP","LDZD",106.97,61.7,"C525(MEDIUM)","VFR","LDSP_LDZD",NA,"Domestic","PBN"
"05:40:54","EWG1876","EDDM","LYTV",1140.13,320.60001,"A319(MEDIUM)","IFR","SABAD_LYTV","SABAD","Arrival","PBN"
"05:43:13","AUA681V","LOWW","LDZA",334.25,110.4,"DH8D(MEDIUM)","IFR","KOPRY_LDZA","KOPRY","Arrival","PBN"
"05:44:06","CSA819","LDZA","LKPR",303.67,81.4,"AT75(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"05:45:10","SRK2AM","LSZB","LDZD",333,166.3,"SB20(MEDIUM)","IFR","LABIN_LDZD","LABIN","Arrival","PBN"
"05:48:56","SAS2835","EKCH","LDPL",425.78,183.39999,"CRJ9(MEDIUM)","IFR","OUTSIDE.FIR.NE_LDPL.1","OUTSIDE FIR NE","Arrival","PBN"
"05:49:11","EZY71WB","LFPG","LDSP",759.58,225.7,"A320(MEDIUM)","IFR","LABIN_LDSP","LABIN","Arrival","PBN"
"05:50:03","N8181Y#2","LDRI","LFMV",58.8,129.3,"C402(MEDIUM)","IFR","LDRI_LABIN","LABIN","Departure","PBN"
"05:51:44","THY36J","LTBA","LDZA",911.5,234.39999,"A320(MEDIUM)","IFR","OUTSIDE.FIR.E_LDZA","OUTSIDE FIR E","Arrival","PBN"
"05:51:48","EWG9PR","EDDS","LDZD",612.22,161.39999,"A320(MEDIUM)","IFR","BUSET_LDZD","BUSET","Arrival","PBN"
"05:54:10","CTN3T#2","LDZD","LDZA",486.92,109.2,"DH8D(MEDIUM)","IFR","LDZD_LDZA",NA,"Domestic","PBN"
"05:55:01","TJS91","LOWI","LDRI",197.97,84.5,"C650(MEDIUM)","IFR","ARMIX_LDRI","ARMIX","Arrival","PBN"
"05:55:57","CTN6D","LDDU","LDZA",1700.57,241.89999,"A319(MEDIUM)","IFR","LDDU_LDZA.2",NA,"Domestic","PBN"
"05:58:59","ADR52T","LIPQ","LGKF",1751.88,339.89999,"CRJ9(MEDIUM)","IFR","LIPQ_AIOSA","AIOSA","Departure","PBN"
"06:00:04","JAF4JW","EBBR","LDDU",1156,298.39999,"B737(MEDIUM)","IFR","SABAD_LDDU","SABAD","Arrival","PBN"
"06:00:29","EZY23NQ","LIRN","LDSP",631.47,168.5,"A320(MEDIUM)","IFR","AIOSA_LDSP","AIOSA","Arrival","PBN"
"06:05:31","CSA7827","LDSP","LKMT",723.4,230.10001,"AT75(MEDIUM)","IFR","LDSP_OBUTI_2","OBUTI","Departure","PBN"
"06:05:36","VTE989#3","LDDU","LYPG",393.72,54.7,"GLEX(MEDIUM)","IFR","LDDU_LYPG",NA,"Domestic","PBN"
"06:07:36","RAVEN01","LDZD","LDZL",451.17,107.9,"B12(SHORT)","VFR","LDZD_LDZL",NA,"Domestic","PBN"
"06:12:14","AOJ48L","LWSK","LDSB",218.17,191.7,"C25A(MEDIUM)","IFR","OUTSIDE.FIR.S_LDSB","OUTSIDE FIR S","Arrival","PBN"
"06:14:32","IBK8NC","EKCH","LDSP",975.53,242.3,"B738(MEDIUM)","IFR","OUTSIDE.FIR.NE_LDSP","OUTSIDE FIR NE","Arrival","PBN"
"06:16:03","VLG1277","LDZD","LEBL",1415.4,127.4,"A320(MEDIUM)","IFR","LDZD_XAMIT","XAMIT","Departure","PBN"
"06:19:41","CTN410","LDZA","EDDF",1091.02,81.3,"A319(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"06:20:18","VOE22RX","LFML","LDDU",442.8,170.5,"B712(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","PBN"
"06:21:22","9ABPR","LDLO","LDPL",3.62,33.4,"C172(MEDIUM)","VFR","LDLO_LDPL_1",NA,"Domestic","PBN"
"06:23:39","IBK480","EFHK","LDSP",841.2,222.89999,"B738(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","PBN"
"06:24:07","IBK5690","LEBL","LDDU",580.15,181.39999,"B738(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","PBN"
"06:24:29","RA02787","LYPG","LSGG",451.2,361.5,"PRM1(MEDIUM)","IFR","LYPG_PREVAL","PREVAL","Departure","PBN"
"06:27:50","EZY45AN","LFLL","LDDU",1193.37,253.60001,"A319(MEDIUM)","IFR","TORPO_LDDU","TORPO","Arrival","PBN"
"06:30:58","ENT990","LFPG","LDDU",1387.5,330.70001,"B738(MEDIUM)","IFR","LABIN_LDDU.1","LABIN","Arrival","PBN"
"06:31:32","BUC8652#2","LDZD","LICC",1603.38,127.6,"MD82(MEDIUM)","IFR","LDZD_XAMIT","XAMIT","Departure","PBN"
"06:34:27","LOT8242","LDRI","EETN",900.12,107.4,"CRJ9(MEDIUM)","IFR","LDRI_ALIVO","ALIVO","Departure","PBN"
"06:35:31","SAS7497","ENZV","LDSP",684.08,209.10001,"B737(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","PBN"
"06:37:12","CTN76H","LDSP","LSZH",943.42,249,"DH8D(MEDIUM)","IFR","LDSP_ROTAR.1","ROTAR 1","Departure","PBN"
"06:39:17","VLG1280","LEBL","LDZA",707.12,191.3,"A320(MEDIUM)","IFR","LABIN_LDZA","LABIN","Arrival","PBN"
"06:39:59","CTN374","LDZA","LEBL",907.93,114.1,"CRJ9(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","PBN"
"06:40:10","SCW13X","EKCH","LDSP",941.98,222.8,"RJ1H(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","PBN"
"06:41:36","CSA6902","LOWW","LDSB",512.13,214.7,"AT75(MEDIUM)","IFR","KOPRY_LDSB","KOPRY","Arrival","PBN"
"06:41:37","CTN422","LDSP","EDDL",1939.58,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","PBN"
"06:41:45","ASL20P","LYBE","LDZA",317.15,198.2,"AT72(MEDIUM)","IFR","TUVAR_LDZA","TUVAR","Arrival","PBN"
"06:42:50","DMVLW","LJMB","LDSB",NA,NA,"DA40(SHORT)","VFR","LJMB_LDSB",NA,"Domestic","PBN"
"06:43:04","SCW5D","ESGG","LDSP",913.38,216.3,"RJ1H(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","PBN"
"06:44:00","FGNBN","LJLJ","LDRI",0,70.7,"C162(MEDIUM)","VFR","ALIVO_LDRI","ALIVO","Arrival","PBN"
"06:44:27","ITE096#2","LKKB","LDZD",229.78,204.60001,"B350(MEDIUM)","IFR","OUTSIDE.FIR.NE_LDZD","OUTSIDE FIR NE","Arrival","PBN"
"06:45:58","EZY38UA","EDDB","LDSP",890.13,218,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","PBN"
"06:46:10","ASL55Q","LYBE","LJLJ",613.18,253.7,"AT72(MEDIUM)","IFR","TUVAR_LJLJ","TUVAR","Arrival","PBN"
"06:46:46","RWZ535","UUDD","LDPL",753.93,183.39999,"A321(MEDIUM)","IFR","OUTSIDE.FIR.NE_LDPL","OUTSIDE FIR NE","Arrival","PBN"
"06:49:05","CTN4AT","LDZA","LOWW",411.27,81.2,"DH8D(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"06:49:08","EZY43FU","EGKK","LDSP",846.73,211.5,"A320(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","PBN"
"06:49:36","TDR812","LDZA","LDOS",225.28,119,"L410(MEDIUM)","IFR","LDZA_LDOS",NA,"Domestic","PBN"
"06:49:57","NAX1904","ENGM","LDDU",1288.98,313.39999,"B738(MEDIUM)","IFR","PETOV_LDDU.1","PETOV","Arrival","PBN"
"06:50:39","EWG45J","LDSP","EDDS",1939.58,242.7,"A319(MEDIUM)","IFR","LDSP_PEVAL.1","PEVAL 1","Departure","PBN"
"06:50:48","JML200#2","LZIB","LDZD",447.63,194.10001,"E35L(MEDIUM)","IFR","KOPRY_LDZD","KOPRY","Arrival","PBN"
"06:55:42","SLD203","LDLO","LDPL",78.17,33.1,"L410(MEDIUM)","VFR","LDLO_LDPL_1",NA,"Domestic","PBN"
"06:57:11","EZY59QA","EHAM","LDDU",1189.7,314.89999,"A320(MEDIUM)","IFR","BUSET_LDDU","BUSET","Arrival","PBN"
"06:58:43","PHHRK#3","EHAM","LDZA",63.3,86.3,"P180(MEDIUM)","IFR","ARGOM_LDZA","ARGOM","Arrival","PBN"
"07:00:19","JAF37D","EBBR","LDSB",900.28,260.70001,"E190(MEDIUM)","IFR","PEVAL_LDSB","PEVAL","Arrival","PBN"
"07:01:12","CTN5NL","LDZA","EHAM",1091.02,81.3,"A319(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"07:03:16","AUA682","LDZA","LOWW",406.75,81.2,"DH8D(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"07:03:40","EZY84ER","EDDB","LDZD",489.48,161.39999,"A319(MEDIUM)","IFR","BUSET_LDZD","BUSET","Arrival","PBN"
"07:04:41","EZY26LM","LDSP","LIMC",2114.72,250.2,"A320(MEDIUM)","IFR","LDSP_ROTAR.1","ROTAR 1","Departure","PBN"
"07:04:57","THY4JR","LDDU","LTBA",1128.27,76.9,"A320(MEDIUM)","IFR","LDDU_MOKUN","MOKUN","Departure","PBN"
"07:05:10","TOM97Y","EGBB","LDPL",248.3,103.1,"B738(MEDIUM)","IFR","ROTAR_LDPL","ROTAR","Arrival","PBN"
"07:06:29","AUA733Y","LOWW","LDDU",889.07,269,"E190(MEDIUM)","IFR","KOPRY_LDDU","KOPRY","Arrival","PBN"
"07:07:46","CTN438P","LDSP","EDDM",873.22,226.60001,"DH8D(MEDIUM)","IFR","LDSP_ALIVO","ALIVO","Departure","PBN"
"07:09:05","CTN320","LDZA","LKPR",411.27,81.2,"DH8D(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"07:10:45","AVW712P","LDDU","LIMZ",1647.13,203.5,"B463(MEDIUM)","IFR","LDDU_VELUG","VELUG","Departure","PBN"
"07:11:14","EZY575T","EGSS","LDDU",1125.87,325.29999,"A319(MEDIUM)","IFR","PEVAL_LDDU.1","PEVAL","Arrival","PBN"
"07:13:01","SAS1835","ESGG","LDSP",775.93,209.10001,"A320(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","PBN"
"07:13:37","9ADWA","LDZD","LIPR",247.97,118.6,"C25A(MEDIUM)","IFR","LDZD_TORPO","TORPO","Departure","PBN"
"07:13:45","CTN480","LDZA","EKCH",750.22,81.1,"CRJ9(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"08:09:31","IBK89V","LDSP","EKCH",2146.5,226.8,"B738(MEDIUM)","IFR","LDSP_PETOV","PETOV","Departure","PBN"
"07:15:16","SRK3RM","LDZD","LDSB",322.17,94.4,"SB20(MEDIUM)","IFR","LDZD_LDSB",NA,"Domestic","PBN"
"07:15:42","DCDTN#2","EDDR","LDZD",183.27,166.39999,"C25C(MEDIUM)","IFR","LABIN_LDZD","LABIN","Arrival","PBN"
"07:15:57","SAS1831","ESSA","LDSP",905.78,229.60001,"B738(MEDIUM)","IFR","KOPRY_LDSP.1","KOPRY","Arrival","PBN"
"07:17:56","NAX3AQ","ESSA","LDDU",1297.63,313.29999,"B738(MEDIUM)","IFR","PETOV_LDDU.1","PETOV","Arrival","PBN"
"07:18:25","S5DMA#2","LJLJ","LDRI",27.87,70.6,"C182(MEDIUM)","VFR","ALIVO_LDRI","ALIVO","Arrival","PBN"
"07:19:38","EWG2CT","LDZD","EDDT",1723.73,168,"A320(MEDIUM)","IFR","LDZD_BUSET","BUSET","Departure","PBN"
"07:20:01","N331MS","LQBK","LJPZ",73.92,162.2,"C182(MEDIUM)","VFR","LQBK_LJPZ",NA,"Domestic","PBN"
"07:20:16","EWG3YD","EDDL","LDPL",572.13,134,"A320(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDPL","OUTSIDE FIR NW","Arrival","PBN"
"07:21:52","FIN8KC","EFHK","LDDU",389.75,108.7,"A321(MEDIUM)","IFR","MOKUN_LDDU","MOKUN","Arrival","PBN"
"07:23:57","OEAMR","LDZD","LOLW",62.83,159.89999,"TB21(MEDIUM)","VFR","LDZD_DARZA.1","DARZA 1","Departure","PBN"
"07:25:09","9ABPR#4","LDPL","LDLO",3.52,30.9,"C172(MEDIUM)","VFR","LDPL_LDLO",NA,"Domestic","PBN"
"07:26:22","EZS38CE","LDSP","LFSB",1975.32,250.89999,"A319(MEDIUM)","IFR","LDSP_ROTAR.1","ROTAR 1","Departure","PBN"
"07:27:05","CTN4482","LDSP","EKCH",2006.43,226.8,"A320(MEDIUM)","IFR","LDSP_PETOV","PETOV","Departure","PBN"
"07:29:38","GSW2989","LDZD","LSZH",1609.02,169.5,"A319(MEDIUM)","IFR","LDZD_PEVAL.1","PEVAL 1","Departure","PBN"
"07:29:40","DLH3LL","EDDM","LDPL",142.53,92.7,"CRJ9(MEDIUM)","IFR","PEVAL_LDPL","PEVAL","Arrival","PBN"
"07:29:45","EZY298U","EGSS","LDSP",887.35,211.5,"A319(MEDIUM)","IFR","SABAD_LDSP","SABAD","Arrival","PBN"
"07:30:19","OMM703","LDPV","LDVA",5.78,135.8,"C172(SHORT)","VFR","LDPV_LDVA",NA,"Domestic","PBN"
"07:34:04","IBK2604","EGKK","LDDU",1339.98,322.70001,"B738(MEDIUM)","IFR","LABIN_LDDU.1","LABIN","Arrival","PBN"
"07:34:27","S5CBW","LJPZ","LJPZ",27.75,56.7,"PA34(MEDIUM)","IFR","LJPZ_LJPZ",NA,"Domestic","PBN"
"07:34:45","SAS2836","LDPL","EKCH",855.27,102.7,"CRJ9(MEDIUM)","IFR","LDPL_PEVAL","PEVAL","Departure","PBN"
"07:35:07","TOM6AV","EGGD","LDPL",246.17,103.1,"B738(MEDIUM)","IFR","ROTAR_LDPL","ROTAR","Arrival","PBN"
"07:35:27","SAS7335","ENZV","LDSP",1100.87,255.10001,"B738(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDSP","OUTSIDE FIR NW","Arrival","PBN"
"07:37:48","EZY52PT","EGKK","LDDU",1112.05,322.79999,"A319(MEDIUM)","IFR","BUSET_LDDU","BUSET","Arrival","PBN"
"07:40:51","EZY31YA","LDSP","LIRN",1453.78,129.60001,"A320(MEDIUM)","IFR","LDSP_VELUG","VELUG","Departure","PBN"
"07:41:41","THY1062","LJLJ","LTBA",2163.15,253.7,"A320(MEDIUM)","IFR","LJLJ_TUVAR","TUVAR","Departure","PBN"
"07:41:52","EWG3N","LDZD","EDDS",1730.57,169.3,"A320(MEDIUM)","IFR","LDZD_PEVAL.1","PEVAL 1","Departure","PBN"
"07:42:27","NAX4349","ESSA","LDZA",284,98.9,"B738(MEDIUM)","IFR","PETOV_LDZA","PETOV","Arrival","PBN"
"07:43:46","VLG7724","LDDU","LEBL",1649.63,168.89999,"A320(MEDIUM)","IFR","LDDU_KATTI","KATTI","Departure","PBN"
"07:44:05","CTN25F","LDZA","LFPG",1324.82,114.9,"A319(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","PBN"
"07:45:07","VTE989","LYPG","KHYA",1725.88,334.29999,"GLEX(MEDIUM)","IFR","LYPG_BAXON","BAXON","Departure","PBN"
"07:46:18","SAS4781","ENGM","LDPL",561.9,213.5,"CRJ9(MEDIUM)","IFR","KOPRY_LDPL","KOPRY","Arrival","PBN"
"07:46:27","CTN416","LDZA","EDDF",1131.48,81.2,"A320(MEDIUM)","IFR","LDZA_OBUTI","OBUTI","Departure","PBN"
"07:47:50","EZY28PN","LDSP","LFPG",1930.65,210.2,"A320(MEDIUM)","IFR","LDSP_BAXON","BAXON","Departure","PBN"
"07:47:56","9ASET","LOWW","LDLO",125.48,130.89999,"BE9L(MEDIUM)","VFR","GEMKA_LDLO","GEMKA","Arrival","PBN"
"07:49:01","CTN4437","EDDM","LDZA",249.58,86.3,"DH8D(MEDIUM)","IFR","ARGOM_LDZA","ARGOM","Arrival","PBN"
"07:51:08","NAX19X","ENGM","LDSP",806.67,209.10001,"B738(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","PBN"
"07:53:34","DERFM","LDLO","LJPZ",0,68.7,"DA40(MEDIUM)","VFR","LDLO_LJPZ",NA,"Domestic","PBN"
"07:54:49","CTN460","LDZA","LSZH",514.53,114.2,"DH8D(MEDIUM)","IFR","LDZA_PODET","PODET","Departure","PBN"
"07:56:11","TOM67B","EGCC","LDPL",248.93,103.1,"B738(MEDIUM)","IFR","ROTAR_LDPL","ROTAR","Arrival","PBN"
"07:56:48","SCW4U","ESGG","LDSP",889.57,209.10001,"RJ1H(MEDIUM)","IFR","DARZA_LDSP","DARZA","Arrival","PBN"
"07:56:49","EZY12XB","EGGW","LDZD",447.82,167.5,"A320(MEDIUM)","IFR","PEVAL_LDZD","PEVAL","Arrival","PBN"
"08:01:21","EFD6S","LFLY","LDSB",331.13,182.39999,"C680(MEDIUM)","IFR","TORPO_LDSB","TORPO","Arrival","PBN"
"08:02:38","SRK3AD","LDSB","LSZB",821.53,260.39999,"SB20(MEDIUM)","IFR","LDSB_ROTAR.1","ROTAR 1","Departure","PBN"
"08:03:09","TOM1JH","EGKK","LDPL",414.8,134.10001,"B752(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDPL","OUTSIDE FIR NW","Arrival","PBN"
"08:03:29","THY9VB","LDZA","LTBA",1772.67,183.3,"A320(MEDIUM)","IFR","LDZA_TUVAR.1","TUVAR 1","Departure","PBN"
"08:06:05","N702LK","LDDU","KDLH",1562.9,323,"GL5T(MEDIUM)","IFR","LDDU_DARZA","DARZA","Departure","PBN"
"08:06:19","ASF01","LDZA","LDVA",108.27,38.5,"H53(SHORT)","Military","LDZA_LDVA",NA,"Domestic","PBN"
"08:07:11","EZY63NJ","EGPH","LDDU",1189.7,314.89999,"A320(MEDIUM)","IFR","BUSET_LDDU","BUSET","Arrival","PBN"
"08:08:45","EZY61CZ","EGGD","LDSP",813.17,226.3,"A320(MEDIUM)","IFR","BUSET_LDSP","BUSET","Arrival","PBN"
"08:10:57","IBK481","LDSP","EFHK",2065.97,206.2,"B738(MEDIUM)","IFR","LDSP_VEBAL.3","VEBAL 3","Departure","PBN"
"08:10:59","BAW22LV","EGKK","LDDU",1358.97,350.60001,"A320(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDDU","OUTSIDE FIR NW","Arrival","PBN"
"08:11:02","DEPRW","LDZD","LOWL",64.12,160.39999,"BE36(MEDIUM)","IFR","LDZD_DARZA","DARZA","Departure","PBN"
"08:11:13","JML200","LDZD","LIRQ",567.63,118.3,"E35L(MEDIUM)","IFR","LDZD_TORPO","TORPO","Departure","PBN"
"08:12:04","FGNBN#2","LDRI","LJLJ",0,65.3,"C162(MEDIUM)","VFR","LDRI_LJPJ","LJPJ","Departure","PBN"
"08:12:57","SAS2833","EKCH","LDDU",772.5,254.5,"CRJ9(MEDIUM)","IFR","BAREB_LDDU","BAREB","Arrival","PBN"
"08:14:35","EWG1877","LYTV","EDDM",2782.07,350.89999,"A319(MEDIUM)","IFR","LYTV_OUTSIDE.FIR.N","OUTSIDE FIR N","Departure","PBN"
"08:16:24","EXS33RY","EGBB","LDDU",1580.7,342.70001,"B738(MEDIUM)","IFR","OUTSIDE.FIR.NW_LDDU","OUTSIDE FIR NW","Arrival","PBN"
"08:16:33","NAX37Y","ESSA","LDSP",942.23,242.3,"B738(MEDIUM)","IFR","OUTSIDE.FIR.NE_LDSP","OUTSIDE FIR NE","Arrival","PBN"
"08:17:18","VOE22EH","LDDU","LFBD",1670.8,236.60001,"B712(MEDIUM)","IFR","LDDU_XAMIT","XAMIT","Departure","PBN"
"08:19:11","IBE31ZZ","LEMD","LDDU",465.28,172.39999,"A319(MEDIUM)","IFR","KATTI_LDDU","KATTI","Arrival","PBN"
"08:19:44","JAF3TK","LDDU","EBBR",2505.9,344.5,"B737(MEDIUM)","IFR","LDDU_PEVAL.1","PEVAL 1","Departure","PBN"
"08:20:36","SAS7498","LDSP","ENZV",1806.98,194.10001,"B737(MEDIUM)","IFR","LDSP_OUTSIDE.FIR.N.1","OUTSIDE FIR N 1","Departure","PBN"
"08:22:45","VTE989#2","LYTV","KHYA",1942.58,388.89999,"GLEX(MEDIUM)","IFR","LYTV_BABAG","BABAG","Departure","PBN"
"08:29:14","E7ABM","LJPZ","LQBI",4,106.9,"C172(MEDIUM)","VFR","LJPZ_LQBI",NA,"Domestic","PBN"
"08:29:34","ITE096","LDZD","LKKV",186.53,126.4,"B350(MEDIUM)","IFR","LDZD_OUTSIDE.FIR.N","OUTSIDE FIR N","Departure","PBN"
"08:29:59","YUA007","LYZR","LQBK",0,125.6,"C172(SHORT)","VFR","TUVAR_LQBK","TUVAR","Arrival","PBN"
"08:33:17","IBK5691","LDDU","LEBL",1845.47,168.89999,"B738(MEDIUM)","IFR","LDDU_KATTI","KATTI","Departure","PBN"
