"ID","Sector","Start_Time","Closest_Time","End_Time","ConflictType","Severity","VerticalSeverity","LateralConflictType","VerticalConflictType","VerticalSeparation","ReqVerticalSeparation","LateralSeparation","ReqLateralSeparation","Altitude_ft","FlightPlanPhase1","FlightPlanPhase2","Longitude","Latitude","Scenario"
"REAL_CTN1W_TDR811_1","TMA_ZAGREB","04:54:32","04:55:16","04:55:16","CrossingBothInVertical","0","3","Crossing","BothInVertical",955,1000,7.9,5,7299,"EnRoute","ApproachLeg",16.1153827777778,45.5915286111111,"Current"
"REAL_CTN341_CTN5H_1","TMA_ZAGREB","05:02:42","05:02:56","05:03:50","CrossingOneInVertical","2","3","Crossing","OneInVertical",739,1000,5.1,5,3291,"ApproachLeg","ApproachLeg",15.8836697222222,45.6062263888889,"Current"
"REAL_HAKAR_CTN1W_1","TMA_SPLIT","05:22:52","05:22:56","05:22:56","OppositeBothInVertical","0","3","Opposite","BothInVertical",899,1000,9.6,5,3176,"Sid","FinalApproach",16.2129761111111,43.5092105555556,"Current"
"REAL_CTN3T#2_GSW2988_1","TMA_ZADAR","05:28:04","05:28:40","05:28:40","CrossingBothInVertical","1","3","Crossing","BothInVertical",917,1000,6.2,5,4956,"EnRoute","ApproachLeg",15.1993375,44.2475033333333,"Current"
"REAL_CTN3T#2_THY36J_1","TMA_ZAGREB","05:45:52","05:46:12","05:46:12","CrossingBothInVertical","0","3","Crossing","BothInVertical",979,1000,7.8,5,4587,"ApproachLeg","ApproachLeg",15.8178152777778,45.5489363888889,"Current"
"REAL_CTN3T#2_THY36J_2","TMA_ZAGREB","05:47:24","05:48:16","05:48:56","SameTrackOneInVertical","3","4","SameTrack","OneInVertical",420,1000,4.5,5,2790,"ApproachLeg","ApproachLeg",15.8947466666667,45.6278183333333,"Current"
"REAL_CTN3T#2_CTN6D_1","CTR_ZAGREB","05:50:58","05:51:02","05:51:02","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",982,1000,6.8,5,2509,"ApproachLeg","ApproachLeg",15.9093952777778,45.6370186111111,"Current"
"REAL_VOE22RX_IBK5690_1","ACC_ZAGREB","05:57:22","06:01:02","06:03:30","SameTrackBothInVertical","5","6","SameTrack","BothInVertical",3,1000,0.4,5,27101,"ApproachLeg","ApproachLeg",16.1286461111111,42.5124333333333,"Current"
"REAL_RWZ535_LOT8242_1","OUTSIDE_FIR_N","06:29:22","06:29:22","06:29:34","CrossingBothInVertical","1","3","Crossing","BothInVertical",853,1000,7.4,5,27080,"EnRoute","EnRoute",14.5901605555556,46.004505,"Current"
"REAL_JAF37D_EWG45J_1","ACC_ZAGREB","06:34:20","06:34:24","06:34:24","OppositeOneInVertical","0","3","Opposite","OneInVertical",969,1000,9,5,35484,"EnRoute","EnRoute",14.3455330555556,44.6066333333333,"Current"
"REAL_CTN438P_EZY43FU_1","TMA_SPLIT","06:35:58","06:36:28","06:36:28","OppositeBothInVertical","3","3","Opposite","BothInVertical",953,1000,4.6,5,18986,"EnRoute","ApproachLeg",15.8917358333333,44.0134763888889,"Current"
"REAL_S5DMA#2_ASL55Q_1","OUTSIDE_FIR_N","06:42:50","06:43:54","06:44:00","CrossingBothInVertical","3","3","Crossing","BothInVertical",838,1000,4.3,5,1892,"EnRoute","EnRoute",14.5212769444444,46.1771361111111,"Current"
"REAL_AUA682_CTN5NL_1","TMA_ZAGREB","06:50:38","06:52:06","06:52:06","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",950,1000,5.5,5,11516,"Sid","Sid",16.2134688888889,46.0166208333333,"Current"
"REAL_JAF37D_EZS38CE_1","TMA_SPLIT","06:53:22","06:53:40","06:53:40","CrossingBothInVertical","0","3","Crossing","BothInVertical",892,1000,9.6,5,7285,"EnRoute","Sid",16.4558733333333,43.3885527777778,"Current"
"REAL_EZY84ER_EWG2CT_1","TMA_ZADAR","06:57:20","06:57:20","06:57:20","OppositeBothInVertical","0","3","Opposite","BothInVertical",899,1000,9.8,5,6245,"ApproachLeg","EnRoute",15.1355472222222,44.2749961111111,"Current"
"REAL_THY4JR_FIN8KC_1","OUTSIDE_FIR_E","07:02:26","07:02:26","07:02:34","OppositeBothInVertical","0","3","Opposite","BothInVertical",907,1000,8,5,24416,"EnRoute","EnRoute",18.9507338888889,42.9105625,"Current"
"REAL_SRK3RM_SAS1835_1","TMA_SPLIT","07:03:10","07:03:10","07:04:14","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",978,1000,3.6,5,11489,"Sid","ApproachLeg",15.9118983333333,43.7536930555556,"Current"
"REAL_DEPRW_DCDTN#2_1","TMA_ZADAR","07:10:16","07:11:08","07:11:08","OppositeBothInVertical","3","3","Opposite","BothInVertical",929,1000,3.8,5,4088,"EnRoute","ApproachLeg",15.2124572222222,44.2256619444444,"Current"
"REAL_9ABPR#4_SAS2836_1","TMA_PULA","07:12:34","07:12:34","07:13:22","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",973,1000,7.3,5,2513,"EnRoute","Sid",14.0175266666667,44.8386591666667,"Current"
"REAL_9ABPR#4_DERFM_1","CTR_LOSINJ","07:17:42","07:19:38","07:19:38","OppositeBothInVertical","2","3","Opposite","BothInVertical",975,1000,5.2,5,2012,"ApproachLeg","Sid",14.3390986111111,44.6480197222222,"Current"
"REAL_E7ABM_S5CBW_1","OUTSIDE_FIR_N","07:31:18","07:31:50","07:31:50","CrossingBothInVertical","3","4","Crossing","BothInVertical",427,1000,2.7,5,1218,"EnRoute","EnRoute",13.6613244444444,45.4373688888889,"Current"
"REAL_CTN460_CTN416_1","TMA_ZAGREB","07:36:26","07:36:26","07:36:30","CrossingBothInVertical","0","3","Crossing","BothInVertical",951,1000,9.7,5,9448,"Sid","Sid",16.0849233333333,45.9327497222222,"Current"
"REAL_E7ABM_OEAGA_1","TMA_PULA","07:58:22","08:01:20","08:04:20","CrossingBothCruising","5","6","Crossing","BothCruising",0,1000,0.1,5,5000,"EnRoute","EnRoute",14.8574030555556,45.1561772222222,"Current"
"REAL_SAS2833_BAW22LV_1","CTR_DUBROVNIK","08:04:36","08:07:20",NA,"SameTrackBothInVertical","4","4","SameTrack","BothInVertical",360,1000,1.2,5,2455,"ApproachLeg","ApproachLeg",18.1314127777778,42.6154913888889,"Current"
"REAL_FGNBN#2_ASL49M_1","OUTSIDE_FIR_N","08:05:56","08:06:48","08:06:48","CrossingBothInVertical","1","3","Crossing","BothInVertical",929,1000,6.2,5,2607,"EnRoute","EnRoute",14.53715,46.1554980555556,"Current"
"REAL_CSA6905_PHHRK#4_1","TMA_ZAGREB","08:14:50","08:15:10","08:15:10","OppositeOneInVertical","0","3","Opposite","OneInVertical",940,1000,8.3,5,20470,"EnRoute","EnRoute",16.3743122222222,45.3888066666667,"Current"
"REAL_EXS92LW_AHO596U_1","OUTSIDE_FIR_W","08:29:00","08:29:00","08:29:04","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,10,5,37000,"EnRoute","EnRoute",12.7385122222222,46.0203822222222,"Current"
"REAL_VMP11_ASL45D_1","TMA_ZAGREB","08:30:08","08:30:56","08:30:56","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",980,1000,5.1,5,7590,"Sid","Sid",16.2889613888889,45.77139,"Current"
"REAL_VMP11_ASL45D_2","TMA_ZAGREB","08:33:18","08:33:18","08:35:06","SameTrackOneInVertical","2","3","SameTrack","OneInVertical",981,1000,5,5,10509,"EnRoute","Sid",16.5197383333333,45.7446583333333,"Current"
"REAL_CSA6905_CTN441_1","OUTSIDE_FIR_N","08:34:04","08:34:04","08:34:38","OppositeOneInVertical","2","3","Opposite","OneInVertical",962,1000,5.4,5,20481,"EnRoute","EnRoute",15.6690338888889,46.6372208333333,"Current"
"REAL_SPAVI#2_PHJFH_1","CTR_RIJEKA","08:34:48","08:34:48","08:35:22","OppositeOneInVertical","3","5","Opposite","OneInVertical",16,1000,4.1,5,1008,"Sid","Sid",14.5315372222222,45.2106802777778,"Current"
"REAL_AZA2CH_IBK5691_1","ACC_ZAGREB","08:35:50","08:35:50","08:36:24","OppositeOneInVertical","4","3","Opposite","OneInVertical",979,1000,1.5,5,31510,"EnRoute","EnRoute",16.3744080555556,42.5024441666667,"Current"
"REAL_FIN5YN_DMVLW_1","TMA_SPLIT","08:41:22","08:41:22",NA,"CrossingOneInVertical","1","3","Crossing","OneInVertical",974,1000,6.7,5,2487,"ApproachLeg","EnRoute",16.0477986111111,43.44631,"Current"
"REAL_TOM9AB_TDR815_1","TMA_PULA","08:42:40","08:43:10","08:43:10","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",910,1000,4.7,5,8916,"EnRoute","ApproachLeg",14.0305188888889,45.0153094444444,"Current"
"REAL_EIN46B_VLG1281_1","ACC_ZAGREB","08:43:14","08:43:14","08:43:14","OppositeOneInVertical","0","3","Opposite","OneInVertical",959,1000,10,5,34520,"EnRoute","EnRoute",13.5543336111111,45.2231372222222,"Current"
"REAL_OEKMU_CTN441_1","TMA_ZAGREB","08:44:08","08:44:08","08:44:08","OppositeOneInVertical","0","3","Opposite","OneInVertical",954,1000,9.8,5,6977,"EnRoute","ApproachLeg",15.7788741666667,45.8642052777778,"Current"
"REAL_SAS1832_DMVLW_1","TMA_SPLIT","08:48:26","08:48:32","08:48:32","CrossingOneInVertical","0","3","Crossing","OneInVertical",909,1000,9.8,5,2454,"Sid","EnRoute",16.3084897222222,43.4607958333333,"Current"
"REAL_OEFAR_SAS2831_1","TMA_SPLIT","08:49:22","08:50:12","08:50:12","CrossingOneInVertical","1","3","Crossing","OneInVertical",938,1000,6.2,5,12531,"EnRoute","ApproachLeg",15.9295980555556,43.7377672222222,"Current"
"REAL_TCDPR#2_GUILT_1","CTR_RIJEKA","08:49:48","08:49:48","08:50:18","OppositeOneInVertical","2","5","Opposite","OneInVertical",33,1000,5.5,5,1016,"Sid","Sid",14.5187625,45.2138227777778,"Current"
"REAL_IC766_EFD6S#2_1","CTR_BRAC","08:50:00","08:50:00","08:50:14","CrossingBothInVertical","5","5","Crossing","BothInVertical",131,1000,0.8,5,1806,"Sid","Sid",16.6769994444444,43.293105,"Current"
"REAL_EIN46B_ADR1279_1","ACC_ZAGREB","08:50:54","08:51:18","08:51:42","OppositeOneInVertical","3","5","Opposite","OneInVertical",16,1000,3.7,5,35008,"EnRoute","EnRoute",14.6605055555556,44.5032644444444,"Current"
"REAL_S5PDW_TDR815_1","CTR_PULA","08:51:36","08:51:36","08:54:16","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",956,1000,6.1,5,2478,"EnRoute","ApproachLeg",13.7232022222222,44.9597869444444,"Current"
"REAL_IC766_DMVLW_1","TMA_SPLIT","08:51:54","08:54:32","08:57:10","OppositeBothCruising","3","3","Opposite","BothCruising",500,1000,3.7,5,1750,"Sid","EnRoute",16.5039916666667,43.3533411111111,"Current"
"REAL_SAS1836_DMVLW_1","TMA_SPLIT","08:52:00","08:52:36","08:52:36","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",932,1000,8.7,5,2466,"Sid","EnRoute",16.39565,43.4555263888889,"Current"
"REAL_DCDTN_9APAB#3_1","CTR_ZADAR","08:52:08","08:52:08","08:52:14","CrossingBothInVertical","3","3","Crossing","BothInVertical",782,1000,3,5,1392,"Sid","Sid",15.3297513888889,44.0992188888889,"Current"
"REAL_VMP11_2_VITEZ03_2_1","TMA_ZAGREB","08:53:00","08:53:00","09:01:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"Current"
"REAL_OEFAR_SAS1836_1","TMA_SPLIT","08:55:50","08:56:22","08:56:36","CrossingOneInVertical","3","4","Crossing","OneInVertical",366,1000,3.2,5,13183,"EnRoute","Sid",16.2843838888889,43.5396525,"Current"
"REAL_N620SY_EXS92LW_1","ACC_ZAGREB","08:56:04","08:56:04","08:56:08","OppositeOneInVertical","0","3","Opposite","OneInVertical",908,1000,9.3,5,34454,"EnRoute","EnRoute",16.1692694444444,43.5880044444444,"Current"
"REAL_EXS92LW_EZY37MU_1","ACC_ZAGREB","08:56:44","08:56:48","08:56:48","OppositeOneInVertical","0","3","Opposite","OneInVertical",984,1000,8.7,5,33508,"EnRoute","EnRoute",16.4221994444444,43.4985647222222,"Current"
"REAL_KLM1939_VMP12_1","CTR_ZAGREB","08:57:10","08:57:20","08:57:38","SameTrackBothInVertical","0","4","SameTrack","BothInVertical",339,1000,9.3,5,2284,"ApproachLeg","Sid",16.0213011111111,45.7112927777778,"Current"
"REAL_S5PDW_DLH3CF_1","CTR_PULA","08:58:10","08:58:10","08:59:02","CrossingOneInVertical","1","3","Crossing","OneInVertical",944,1000,6.1,5,1528,"EnRoute","Sid",13.8881675,44.8767241666667,"Current"
"REAL_DLH3CF_HBDIC_1","CTR_PULA","08:58:10","08:58:10","08:58:36","CrossingOneInVertical","0","5","Crossing","OneInVertical",56,1000,8.5,5,1028,"Sid","EnRoute",13.8550488888889,44.8907913888889,"Current"
"REAL_EFD6S#2_EZY37MU_1","ACC_ZAGREB","09:00:28","09:00:28","09:01:06","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",963,1000,9.5,5,33518,"EnRoute","EnRoute",15.9869269444444,43.7812936111111,"Current"
"REAL_EIN46B_EFD6S#2_1","ACC_ZAGREB","09:01:00","09:01:00","09:01:08","OppositeOneInVertical","0","3","Opposite","OneInVertical",971,1000,8.2,5,34514,"EnRoute","EnRoute",15.9171525,43.7825894444444,"Current"
"REAL_S5PDW_SAS4782_1","CTR_PULA","09:01:10","09:01:10","09:02:04","CrossingOneInVertical","1","3","Crossing","OneInVertical",978,1000,7.3,5,1511,"EnRoute","Sid",13.9084736111111,44.8422669444444,"Current"
"REAL_SAS4782_HBDIC_1","CTR_PULA","09:01:10","09:01:10","09:01:36","CrossingOneInVertical","0","5","Crossing","OneInVertical",22,1000,8.2,5,1011,"Sid","EnRoute",13.9068688888889,44.8343752777778,"Current"
"REAL_GUILT_DLH3CF_1","TMA_PULA","09:01:14","09:01:36","09:01:56","CrossingOneInVertical","4","5","Crossing","OneInVertical",66,1000,2.1,5,10033,"EnRoute","Sid",14.0597416666667,45.0597938888889,"Current"
"REAL_VITEZ03_2_CTN9HR_1","CTR_ZAGREB","09:02:00","09:02:38","09:02:38","CrossingBothInVertical","1","3","Crossing","BothInVertical",979,1000,7.2,5,2510,"ApproachLeg","ApproachLeg",15.9488577777778,45.6438561111111,"Current"
"REAL_IBE31HY_CTN9HR_1","TMA_ZAGREB","09:02:46","09:02:48","09:04:44","CrossingOneInVertical","3","3","Crossing","OneInVertical",954,1000,4.7,5,3477,"ApproachLeg","ApproachLeg",15.8286519444444,45.6136813888889,"Current"
"REAL_VMP11_2_CTN9HR_1","CTR_ZAGREB","09:03:12","09:05:16",NA,"OppositeOneInVertical","4","4","Opposite","OneInVertical",267,1000,1.1,5,1616,"FinalApproach","ApproachLeg",15.9911572222222,45.6883577777778,"Current"
"REAL_VMP11_2_IBE31HY_1","CTR_ZAGREB","09:03:56","09:04:38","09:04:38","CrossingBothInVertical","1","3","Crossing","BothInVertical",979,1000,7,5,2510,"ApproachLeg","ApproachLeg",15.9505416666667,45.6449719444444,"Current"
"REAL_SPAVI#2_ADR1279_1","OUTSIDE_FIR_N","09:06:12","09:06:12","09:07:12","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",964,1000,8.7,5,2482,"EnRoute","EnRoute",13.5751597222222,45.6583611111111,"Current"
"REAL_SAS4782_TJS91#2_1","ACC_ZAGREB","09:06:34","09:10:32","09:10:48","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",523,1000,3.7,5,22261,"EnRoute","EnRoute",14.7176975,45.5251322222222,"Current"
"REAL_EWG73Z_OOACC#2_1","OUTSIDE_FIR_N","09:08:46","09:09:28","09:09:28","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",939,1000,7.9,5,22530,"EnRoute","EnRoute",14.0130066666667,46.0707066666667,"Current"
"REAL_4OVIP_EXS92LW_1","CTR_DUBROVNIK","09:13:42","09:14:42",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",102,1000,4.5,5,1051,"Holding","FinalApproach",18.2382483333333,42.5468005555556,"Current"
"REAL_CTN2S_VITEZ04_1","TMA_ZAGREB","09:13:56","09:13:56","09:14:48","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",922,1000,3.6,5,6641,"EnRoute","Sid",16.1511755555556,45.7443455555556,"Current"
"REAL_CTN2S_VITEZ04_2","TMA_ZAGREB","09:15:36","09:15:36","09:16:12","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",958,1000,7.9,5,10521,"EnRoute","Sid",16.2998572222222,45.6751894444444,"Current"
"REAL_IBK2605_BAW28V_1","ACC_ZAGREB","09:15:50","09:15:50","09:16:10","OppositeOneInVertical","0","3","Opposite","OneInVertical",930,1000,7.6,5,34465,"EnRoute","EnRoute",16.1652141666667,43.5072933333333,"Current"
"REAL_4OVIP_AHO596U_1","CTR_DUBROVNIK","09:17:04","09:18:06",NA,"SameTrackOneInVertical","3","5","SameTrack","OneInVertical",107,1000,4.5,5,1053,"Holding","FinalApproach",18.2237436111111,42.5438375,"Current"
"REAL_4OVIP_EZY69ML_1","CTR_DUBROVNIK","09:20:40","09:20:40","09:21:02","OppositeOneInVertical","3","5","Opposite","OneInVertical",47,1000,3.7,5,1023,"Holding","Sid",18.2544488888889,42.5317569444444,"Current"
"REAL_EIN46B_EZY69ML_1","CTR_DUBROVNIK","09:20:46","09:21:18","09:21:20","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",839,1000,6.7,5,2193,"ApproachLeg","Sid",18.2431894444444,42.5713191666667,"Current"
"REAL_4OVIP_EIN46B_1","CTR_DUBROVNIK","09:21:04","09:22:04",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",121,1000,3.7,5,1060,"Holding","FinalApproach",18.2327822222222,42.5527405555556,"Current"
"REAL_HAKAR#2_OKEKM#2_1","TMA_PULA","09:21:04","09:23:14","09:23:46","CrossingOneInVertical","4","3","Crossing","OneInVertical",654,1000,2.4,5,3024,"ApproachLeg","EnRoute",14.0115344444444,44.8129030555556,"Current"
"REAL_SLD204_HAKAR#2_1","CTR_PULA","09:23:00","09:23:34","09:24:22","OppositeOneInVertical","5","4","Opposite","OneInVertical",292,1000,0.6,5,2146,"Sid","ApproachLeg",13.9761711111111,44.8320597222222,"Current"
"REAL_SLD204_OKEKM#2_1","CTR_PULA","09:23:56","09:24:08","09:25:16","CrossingOneInVertical","5","3","Crossing","OneInVertical",747,1000,0.4,5,2457,"EnRoute","Holding",13.9919702777778,44.8068691666667,"Current"
"REAL_VMP12_2_VITEZ04_2_1","TMA_ZAGREB","09:24:00","09:24:00","09:32:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"Current"
"REAL_OEFAR_VLG6736_1","TMA_DUBROVNIK","09:27:46","09:29:08","09:29:08","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",963,1000,8.6,5,6902,"ApproachLeg","ApproachLeg",17.8262902777778,42.7166716666667,"Current"
"REAL_OEFAR_BAW28V_1","TMA_DUBROVNIK","09:29:38","09:30:46","09:31:32","CrossingBothInVertical","4","4","Crossing","BothInVertical",209,1000,1.6,5,6741,"ApproachLeg","ApproachLeg",17.8471166666667,42.7255875,"Current"
"REAL_4OVIP_EZY76TW_1","CTR_DUBROVNIK","09:29:52","09:30:52",NA,"SameTrackOneInVertical","3","5","SameTrack","OneInVertical",121,1000,4.8,5,1060,"Holding","FinalApproach",18.2281013888889,42.5424744444444,"Current"
"REAL_CTN2S_SCW8271_1","ACC_ZAGREB","09:31:58","09:32:34","09:32:58","OppositeOneInVertical","1","3","Opposite","OneInVertical",588,1000,7,5,24294,"EnRoute","EnRoute",16.6079680555556,44.5599191666667,"Current"
"REAL_CTN75C_EZY73HF_1","TMA_SPLIT","09:32:48","09:33:04","09:33:04","CrossingBothInVertical","0","3","Crossing","BothInVertical",939,1000,9.3,5,2671,"FinalApproach","Sid",16.2679852777778,43.4938158333333,"Current"
"REAL_4OVIP_VLG6736_1","CTR_DUBROVNIK","09:33:04","09:34:04",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",107,1000,4,5,1053,"Holding","FinalApproach",18.2175227777778,42.5478916666667,"Current"
"REAL_4OVIP_BAW28V_1","CTR_DUBROVNIK","09:36:06","09:37:28",NA,"OppositeOneInVertical","3","5","Opposite","OneInVertical",117,1000,3.4,5,1058,"Holding","FinalApproach",18.2288702777778,42.554045,"Current"
"REAL_AEE788_EZY63RK_1","TMA_ZADAR","09:38:18","09:38:18","09:38:46","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",916,1000,6.1,5,4492,"ApproachLeg","EnRoute",15.2014680555556,44.1466786111111,"Current"
"REAL_OEFAR_EXS961_1","CTR_DUBROVNIK","09:38:48","09:40:36",NA,"SameTrackBothInVertical","4","4","SameTrack","BothInVertical",348,1000,1.1,5,1278,"FinalApproach","ApproachLeg",18.2074277777778,42.5853708333333,"Current"
"REAL_4OVIP_OEFAR_1","CTR_DUBROVNIK","09:38:56","09:39:58",NA,"OppositeOneInVertical","3","4","Opposite","OneInVertical",428,1000,4,5,1214,"Holding","ApproachLeg",18.2163797222222,42.5587583333333,"Current"
"REAL_4OVIP_EXS961_1","CTR_DUBROVNIK","09:40:00","09:41:00",NA,"SameTrackOneInVertical","3","5","SameTrack","OneInVertical",107,1000,4.8,5,1053,"Holding","FinalApproach",18.2344744444444,42.5427394444444,"Current"
"REAL_S5PDW_IC766_1","TMA_ZADAR","09:41:16","09:44:46","09:49:16","OppositeBothCruising","5","4","Opposite","BothCruising",200,1000,0.5,5,1600,"ApproachLeg","EnRoute",15.0473155555556,44.1437144444444,"Current"
"REAL_IC766_AEE788_1","TMA_ZADAR","09:41:22","09:41:38",NA,"OppositeOneInVertical","0","5","Opposite","OneInVertical",105,1000,9.9,5,1552,"EnRoute","FinalApproach",15.1809611111111,44.1132525,"Current"
"REAL_4OVIP_SAS2834_1","CTR_DUBROVNIK","09:43:54","09:43:54","09:44:22","OppositeOneInVertical","3","6","Opposite","OneInVertical",3,1000,3.7,5,1001,"Holding","Sid",18.2609066666667,42.5294322222222,"Current"
"REAL_4OVIP_EZY74HQ_1","CTR_DUBROVNIK","09:45:38","09:45:38","09:46:02","OppositeOneInVertical","3","5","Opposite","OneInVertical",67,1000,3.9,5,1033,"ApproachLeg","Sid",18.2399258333333,42.5536383333333,"Current"
"REAL_9ADLH#5_TOM60K_1","TMA_PULA","09:46:28","09:46:38","09:47:08","CrossingOneInVertical","0","3","Crossing","OneInVertical",509,1000,7.8,5,4745,"EnRoute","EnRoute",14.0967836111111,44.8475916666667,"Current"
"REAL_CTN2S_DGANA_1","TMA_SPLIT","09:46:42","09:47:14","09:47:50","SameTrackOneInVertical","0","5","SameTrack","OneInVertical",25,1000,8.9,5,6012,"ApproachLeg","EnRoute",16.1374016666667,43.5294063888889,"Current"
"REAL_DFTON_NJE855Y_1","CTR_PULA","09:52:02","09:52:18","09:52:30","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",140,1000,8.4,5,2164,"ApproachLeg","Sid",13.8668277777778,44.8921294444444,"Current"
"REAL_9ADLH#5_NJE855Y_1","TMA_PULA","09:52:50","09:52:50","09:53:18","CrossingOneInVertical","1","3","Crossing","OneInVertical",940,1000,6.2,5,4530,"EnRoute","Sid",13.972495,44.9412691666667,"Current"
"REAL_BAW881V_NAX36EP_1","CTR_DUBROVNIK","09:52:56","09:53:10","09:53:30","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",189,1000,9,5,2337,"Sid","ApproachLeg",18.2229075,42.5793822222222,"Current"
"REAL_SCW18Y_CTN423_1","TMA_SPLIT","09:59:22","10:00:10","10:00:10","CrossingBothInVertical","0","3","Crossing","BothInVertical",961,1000,7.7,5,2072,"Sid","FinalApproach",16.2857180555556,43.5005877777778,"Current"
"REAL_N331MS#2_9APAB#3_1","OUTSIDE_FIR_N","10:04:04","10:04:04","10:04:10","CrossingOneInVertical","0","3","Crossing","OneInVertical",978,1000,9.8,5,3511,"EnRoute","EnRoute",13.6489861111111,45.4450372222222,"Current"
"REAL_N331MS#2_9ADLH#5_1","TMA_PULA","10:05:36","10:05:36","10:08:04","CrossingOneInVertical","4","3","Crossing","OneInVertical",967,1000,2,5,4516,"EnRoute","EnRoute",13.7934697222222,45.4483352777778,"Current"
"REAL_BAW881V_IBK484_1","ACC_ZAGREB","10:10:28","10:10:28","10:10:56","OppositeBothInVertical","3","3","Opposite","BothInVertical",938,1000,4.8,5,32968,"EnRoute","EnRoute",16.3252411111111,43.4430461111111,"Current"
"REAL_CTN640_SAS2832_1","TMA_SPLIT","10:31:28","10:31:40","10:31:54","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",101,1000,7.9,5,6983,"EnRoute","Sid",16.5004838888889,43.4851944444444,"Current"
"REAL_EXS13CE_EDW448_1","ACC_ZAGREB","10:32:16","10:32:24","10:32:24","OppositeOneInVertical","0","3","Opposite","OneInVertical",898,1000,8.3,5,33551,"EnRoute","EnRoute",14.5410769444444,44.4669697222222,"Current"
"REAL_IBE31MM_CTN4AS_1","CTR_ZAGREB","10:44:52","10:44:52","10:45:28","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",885,1000,6.7,5,1479,"Sid","ApproachLeg",16.0303672222222,45.7168530555556,"Current"
"REAL_DLH3AE_CTN461_1","TMA_ZAGREB","10:52:44","10:52:48","10:54:38","CrossingOneInVertical","3","3","Crossing","OneInVertical",905,1000,3.9,5,3452,"ApproachLeg","ApproachLeg",15.8297252777778,45.6117472222222,"Current"
"REAL_ISTIL_DEFCJ_1","TMA_PULA","10:53:16","10:57:48","10:57:48","SameTrackBothCruising","1","3","SameTrack","BothCruising",965,1000,7,5,4517,"EnRoute","EnRoute",14.0448236111111,44.4310686111111,"Current"
"REAL_DLH3AE_CTN481_1","TMA_ZAGREB","10:55:14","10:55:14","10:56:46","CrossingOneInVertical","0","3","Crossing","OneInVertical",980,1000,7.6,5,3490,"ApproachLeg","ApproachLeg",15.8252305555556,45.6086819444444,"Current"
"REAL_SPWBA#2_9APAB#3_1","TMA_ZADAR","10:56:24","10:57:40","11:04:08","SameTrackOneInVertical","1","4","SameTrack","OneInVertical",236,1000,6,5,1618,"EnRoute","EnRoute",15.03032,44.1062433333333,"Current"
"REAL_CTN481_DLH8KY_1","TMA_ZAGREB","10:56:58","10:56:58","10:59:08","CrossingOneInVertical","3","3","Crossing","OneInVertical",967,1000,4.2,5,3483,"ApproachLeg","ApproachLeg",15.8088619444444,45.5990736111111,"Current"
"REAL_JSH524_VLG24BM_1","TMA_SPLIT","11:01:56","11:03:50","11:03:58","CrossingBothInVertical","3","3","Crossing","BothInVertical",876,1000,4.4,5,3687,"ApproachLeg","ApproachLeg",16.0732308333333,43.4140344444444,"Current"
"REAL_9APAB#3_S5PDW#2_1","CTR_ZADAR","11:02:02","11:02:58","11:04:00","OppositeOneInVertical","2","5","Opposite","OneInVertical",51,1000,5.9,5,1725,"ApproachLeg","Sid",15.2780425,44.0884336111111,"Current"
"REAL_OEKUN_ISTIL_1","CTR_LOSINJ","11:02:18","11:02:58","11:03:10","CrossingBothInVertical","2","4","Crossing","BothInVertical",494,1000,5.7,5,1279,"Sid","ApproachLeg",14.3781980555556,44.5617047222222,"Current"
"REAL_CSA6904_CTN4AU_1","TMA_SPLIT","11:03:26","11:03:50","11:04:02","OppositeBothInVertical","5","4","Opposite","BothInVertical",357,1000,0.8,5,17124,"EnRoute","Sid",16.2969247222222,43.8922483333333,"Current"
