"ID","Sector","Start_Time","Closest_Time","End_Time","ConflictType","Severity","VerticalSeverity","LateralConflictType","VerticalConflictType","VerticalSeparation","ReqVerticalSeparation","LateralSeparation","ReqLateralSeparation","Altitude_ft","FlightPlanPhase1","FlightPlanPhase2","Longitude","Latitude","Scenario"
"REAL_F_4OVIP_F_EZY76TW_1","CTR_DUBROVNIK","09:30:00","09:31:02",NA,"CrossingOneInVertical","3","5","Crossing","OneInVertical",107,1000,4.6,5,1053,"Holding","FinalApproach",18.2349075,42.5453055555556,"PBN"
"REAL_F_OEFAR_F_EXS961_1","TMA_DUBROVNIK","09:30:14","09:30:14","09:30:52","CrossingBothInVertical","0","3","Crossing","BothInVertical",980,1000,7.6,5,13579,"ApproachLeg","ApproachLeg",17.3992747222222,42.9028161111111,"PBN"
"REAL_F_4OVIP_F_SAS2834_1","CTR_DUBROVNIK","09:33:44","09:33:44","09:34:12","CrossingOneInVertical","3","6","Crossing","OneInVertical",3,1000,3.3,5,1001,"Holding","Sid",18.2672141666667,42.5309658333333,"PBN"
"REAL_F_BAW28V_F_SAS2834_1","CTR_DUBROVNIK","09:33:52","09:34:16","09:34:30","SameTrackBothInVertical","1","4","SameTrack","BothInVertical",226,1000,7.2,5,1999,"ApproachLeg","Sid",18.2408172222222,42.5722725,"PBN"
"REAL_F_4OVIP_F_BAW28V_1","CTR_DUBROVNIK","09:34:10","09:35:10",NA,"OppositeOneInVertical","3","5","Opposite","OneInVertical",121,1000,3.5,5,1060,"Holding","FinalApproach",18.2211619444444,42.5527583333333,"PBN"
"REAL_F_EWG73Z_F_CTN2S_1","TMA_SPLIT","09:37:14","09:37:18","09:37:18","OppositeBothInVertical","0","3","Opposite","BothInVertical",959,1000,8.7,5,5527,"ApproachLeg","ApproachLeg",15.9563625,43.4174302777778,"PBN"
"REAL_F_4OVIP_F_VLG6736_1","CTR_DUBROVNIK","09:37:20","09:38:30",NA,"CrossingOneInVertical","3","4","Crossing","OneInVertical",252,1000,4.4,5,1126,"Holding","ApproachLeg",18.2298252777778,42.5513969444444,"PBN"
"REAL_F_AEE788_F_EZY63RK_1","TMA_ZADAR","09:38:26","09:38:26","09:38:52","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",908,1000,7,5,4872,"ApproachLeg","Sid",15.1932158333333,44.1388255555556,"PBN"
"REAL_F_4OVIP_F_EXS961_1","CTR_DUBROVNIK","09:40:48","09:41:48",NA,"SameTrackOneInVertical","3","5","SameTrack","OneInVertical",124,1000,4.8,5,1062,"Holding","FinalApproach",18.22928,42.5425536111111,"PBN"
"REAL_F_S5PDW_F_IC766_1","TMA_ZADAR","09:41:16","09:44:46","09:49:16","OppositeBothCruising","5","4","Opposite","BothCruising",200,1000,0.5,5,1600,"ApproachLeg","EnRoute",15.0473155555556,44.1437144444444,"PBN"
"REAL_F_IC766_F_AEE788_1","TMA_ZADAR","09:41:30","09:42:02",NA,"OppositeOneInVertical","0","4","Opposite","OneInVertical",209,1000,9.7,5,1604,"EnRoute","FinalApproach",15.1752933333333,44.1202008333333,"PBN"
"REAL_F_4OVIP_F_EZY74HQ_1","CTR_DUBROVNIK","09:44:30","09:44:30","09:44:54","OppositeOneInVertical","3","5","Opposite","OneInVertical",67,1000,3.7,5,1033,"Holding","Sid",18.2608858333333,42.5294872222222,"PBN"
"REAL_F_9ADLH#5_F_TOM60K_1","TMA_PULA","09:46:28","09:46:28","09:47:08","CrossingOneInVertical","0","3","Crossing","OneInVertical",961,1000,8.9,5,4519,"EnRoute","Sid",14.0886880555556,44.8483388888889,"PBN"
"REAL_F_4OVIP_F_IBE31BD_1","CTR_DUBROVNIK","09:47:20","09:47:20","09:47:44","OppositeOneInVertical","3","5","Opposite","OneInVertical",7,1000,3.7,5,1003,"Holding","Sid",18.2535238888889,42.532065,"PBN"
"REAL_F_EZY73HF_F_DGANA_1","TMA_SPLIT","09:51:20","09:51:20","09:51:58","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",939,1000,6.1,5,5530,"Sid","EnRoute",16.3258908333333,43.5084844444444,"PBN"
"REAL_F_4OVIP_F_BAW881V_1","CTR_DUBROVNIK","09:51:56","09:51:56","09:52:22","CrossingOneInVertical","3","5","Crossing","OneInVertical",31,1000,3.3,5,1015,"Holding","Sid",18.2667652777778,42.5311491666667,"PBN"
"REAL_F_DFTON_F_NJE855Y_1","CTR_PULA","09:52:06","09:52:26","09:52:34","SameTrackBothInVertical","0","4","SameTrack","BothInVertical",351,1000,9.4,5,2478,"ApproachLeg","Sid",13.8631352777778,44.8922116666667,"PBN"
"REAL_F_OEFAR_F_BAW881V_1","CTR_DUBROVNIK","09:52:08","09:52:08","09:52:50","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",965,1000,8.1,5,1947,"ApproachLeg","Sid",18.21318,42.5832066666667,"PBN"
"REAL_F_9ADLH#5_F_NJE855Y_1","TMA_PULA","09:52:50","09:52:50","09:53:18","CrossingOneInVertical","1","3","Crossing","OneInVertical",940,1000,6.1,5,4530,"EnRoute","Sid",13.9724852777778,44.9415802777778,"PBN"
"REAL_F_4OVIP_F_OEFAR_1","CTR_DUBROVNIK","09:53:08","09:53:36",NA,"CrossingOneInVertical","2","3","Crossing","OneInVertical",773,1000,5.1,5,1386,"Holding","ApproachLeg",18.2044197222222,42.5614633333333,"PBN"
"REAL_F_SAS7328_F_DGANA_1","TMA_SPLIT","09:55:10","09:55:42","09:55:44","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",793,1000,3,5,6396,"Sid","ApproachLeg",16.4378886111111,43.46296,"PBN"
"REAL_F_4OVIP_F_NAX36EP_1","CTR_DUBROVNIK","09:57:34","09:58:38",NA,"OppositeOneInVertical","3","5","Opposite","OneInVertical",103,1000,3.4,5,1051,"Holding","FinalApproach",18.2228186111111,42.5529011111111,"PBN"
"REAL_F_4OVIP_F_4OVIP#2_1","CTR_DUBROVNIK","10:01:14","10:01:14","10:01:14","OppositeOneInVertical","3","6","Opposite","OneInVertical",0,1000,3.1,5,1000,"ApproachLeg","Sid",18.2370522222222,42.5461316666667,"PBN"
"REAL_F_AHO247Y#2_F_IBE31BD_1","ACC_ZAGREB","10:01:50","10:02:02","10:02:28","OppositeOneInVertical","4","4","Opposite","OneInVertical",333,1000,1.3,5,27166,"EnRoute","Sid",16.4334877777778,42.50819,"PBN"
"REAL_F_4OVIP_F_EXS13CE_1","CTR_DUBROVNIK","10:02:12","10:02:12","10:02:34","OppositeOneInVertical","3","5","Opposite","OneInVertical",74,1000,4,5,1037,"ApproachLeg","Sid",18.2404519444444,42.5535713888889,"PBN"
"REAL_F_4OVIP_F_S5DHD#2_1","CTR_DUBROVNIK","10:02:38","10:03:06",NA,"CrossingBothCruising","0","6","Crossing","BothCruising",0,1000,9.5,5,1000,"ApproachLeg","ApproachLeg",18.1025883333333,42.6006705555556,"PBN"
"REAL_F_N331MS#2_F_9APAB#3_1","OUTSIDE_FIR_N","10:04:04","10:04:04","10:04:10","CrossingOneInVertical","0","3","Crossing","OneInVertical",978,1000,9.8,5,3511,"EnRoute","EnRoute",13.6489861111111,45.4450372222222,"PBN"
"REAL_F_N331MS#2_F_9ADLH#5_1","TMA_PULA","10:05:36","10:05:36","10:08:04","CrossingOneInVertical","4","3","Crossing","OneInVertical",967,1000,2,5,4516,"EnRoute","EnRoute",13.7934697222222,45.4483352777778,"PBN"
"REAL_F_BAW881V_F_IBK484_1","ACC_ZAGREB","10:09:50","10:10:16","10:10:16","OppositeBothInVertical","1","3","Opposite","BothInVertical",940,1000,6.5,5,32575,"EnRoute","EnRoute",16.2933827777778,43.44964,"PBN"
"REAL_F_CTN640_F_SAS2832_1","TMA_SPLIT","10:33:32","10:33:32","10:33:56","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",859,1000,8.6,5,7412,"EnRoute","Sid",16.485445,43.5053011111111,"PBN"
"REAL_F_AEE789_F_EZY72GQ_1","ACC_ZAGREB","10:39:00","10:39:48","10:39:48","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",937,1000,3.3,5,22531,"EnRoute","EnRoute",16.9245683333333,43.1801916666667,"PBN"
"REAL_F_IBE31MM_F_CTN4AS_1","CTR_ZAGREB","10:45:54","10:46:00","10:46:30","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",651,1000,7.4,5,1666,"Sid","ApproachLeg",16.0312866666667,45.7175180555556,"PBN"
"REAL_F_CTN461_F_SHARK07_1","TMA_ZAGREB","10:47:24","10:49:20","10:51:18","CrossingBothInVertical","4","4","Crossing","BothInVertical",369,1000,1.5,5,3184,"ApproachLeg","ApproachLeg",15.8499061111111,45.6107302777778,"PBN"
"REAL_F_DLH3AE_F_CTN461_1","TMA_ZAGREB","10:50:38","10:51:04",NA,"CrossingOneInVertical","3","4","Crossing","OneInVertical",474,1000,3.3,5,3237,"ApproachLeg","ApproachLeg",15.8618980555556,45.62439,"PBN"
"REAL_F_SHARK04_2_F_SHARK07_1","TMA_ZAGREB","10:50:42","10:51:12","10:51:12","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",950,1000,8.2,5,2579,"Sid","ApproachLeg",16.0320572222222,45.7181083333333,"PBN"
"REAL_F_CTN481_F_DLH8KY_1","TMA_ZAGREB","10:52:44","10:55:34","10:57:42","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",694,1000,2.8,5,3347,"ApproachLeg","ApproachLeg",15.8341644444444,45.5896177777778,"PBN"
"REAL_F_ISTIL_F_DEFCJ_1","TMA_PULA","10:53:16","10:57:48","10:57:48","SameTrackBothCruising","1","3","SameTrack","BothCruising",965,1000,7,5,4517,"EnRoute","EnRoute",14.0448236111111,44.4310686111111,"PBN"
"REAL_F_SPWBA#2_F_9APAB#3_1","TMA_ZADAR","10:56:24","10:57:40","11:04:08","SameTrackOneInVertical","1","4","SameTrack","OneInVertical",236,1000,6,5,1618,"EnRoute","EnRoute",15.03032,44.1062433333333,"PBN"
"REAL_F_BAW85GA_F_DLH8KY_1","CTR_ZAGREB","10:58:20","10:58:20","10:58:28","SameTrackBothInVertical","2","4","SameTrack","BothInVertical",476,1000,5.3,5,1275,"Sid","FinalApproach",16.040385,45.7233230555556,"PBN"
"REAL_F_CTN481_F_BAW85GA_1","TMA_ZAGREB","10:58:38","10:58:38","10:58:54","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",947,1000,9.8,5,2166,"ApproachLeg","Sid",16.01505,45.7073069444444,"PBN"
"REAL_F_CSA6904_F_EWG6JF_1","ACC_ZAGREB","10:58:50","10:59:26","10:59:26","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",974,1000,9.5,5,18513,"EnRoute","EnRoute",15.9502286111111,44.1656480555556,"PBN"
"REAL_F_9APAB#3_F_S5PDW#2_1","CTR_ZADAR","11:02:02","11:02:58","11:04:00","OppositeOneInVertical","2","5","Opposite","OneInVertical",51,1000,5.9,5,1725,"ApproachLeg","Sid",15.2780425,44.0884336111111,"PBN"
"REAL_F_JSH524_F_VLG24BM_1","TMA_SPLIT","11:02:04","11:02:04","11:02:24","OppositeBothInVertical","0","3","Opposite","BothInVertical",980,1000,8.1,5,6433,"ApproachLeg","ApproachLeg",15.8393863888889,43.3328122222222,"PBN"
"REAL_F_OEKUN_F_ISTIL_1","CTR_LOSINJ","11:02:18","11:02:58","11:03:10","CrossingBothInVertical","2","4","Crossing","BothInVertical",491,1000,5.7,5,1280,"Sid","ApproachLeg",14.3782188888889,44.5617105555556,"PBN"
"REAL_F_EZY42AG_F_VOE22RY_1","ACC_ZAGREB","11:03:52","11:05:56","11:09:58","CrossingBothInVertical","5","5","Crossing","BothInVertical",86,1000,0.1,5,20705,"ApproachLeg","ApproachLeg",17.003965,43.1676266666667,"PBN"
"REAL_F_AEE784_F_EZY4806_1","TMA_DUBROVNIK","11:03:58","11:03:58","11:04:24","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",890,1000,9,5,10529,"ApproachLeg","Sid",18.2363744444444,42.4403102777778,"PBN"
"REAL_F_CSA6904_F_CTN4AU_1","TMA_SPLIT","11:04:12","11:04:48","11:04:48","OppositeBothInVertical","3","3","Opposite","BothInVertical",957,1000,2.5,5,15638,"EnRoute","Sid",16.3221052777778,43.8068819444444,"PBN"
"REAL_F_9ASET#6_F_FPG288_1","CTR_ZAGREB","11:07:08","11:07:18","11:07:36","SameTrackBothInVertical","2","4","SameTrack","BothInVertical",337,1000,5.8,5,1469,"Sid","ApproachLeg",16.0380911111111,45.7217311111111,"PBN"
"REAL_F_9ABPR#5_F_WRC771_1","CTR_PULA","11:07:22","11:08:42","11:08:42","SameTrackBothInVertical","2","3","SameTrack","BothInVertical",979,1000,5.2,5,1510,"Sid","ApproachLeg",13.90644,44.8778616666667,"PBN"
"REAL_F_EWG6JF_F_NAX4TM_1","TMA_SPLIT","11:08:00","11:08:00","11:10:46","CrossingOneInVertical","0","3","Crossing","OneInVertical",937,1000,7.6,5,6468,"ApproachLeg","ApproachLeg",15.8978902777778,43.4829527777778,"PBN"
"REAL_F_HBEUO#2_F_HBPAV#2_1","OUTSIDE_FIR_E","11:11:34","11:26:00","11:41:18","CrossingOneInVertical","6","6","Crossing","OneInVertical",0,1000,0,5,3500,"EnRoute","EnRoute",19.2210688888889,45.1255922222222,"PBN"
"REAL_F_VLG6755_F_S5PDW#2_1","TMA_ZADAR","11:13:30","11:13:46","11:13:46","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",903,1000,9.6,5,4951,"Sid","EnRoute",15.1560922222222,44.2397080555556,"PBN"
"REAL_F_EWG4DS_F_NAX4TM_1","TMA_SPLIT","11:14:26","11:15:16","11:16:06","OppositeBothCruising","1","6","Opposite","BothCruising",0,1000,7,5,6000,"ApproachLeg","ApproachLeg",15.8648744444444,43.3510469444444,"PBN"
"REAL_F_OMPIP_F_S5PDW#2_1","TMA_ZADAR","11:14:54","11:16:08","11:17:58","OppositeOneInVertical","4","5","Opposite","OneInVertical",156,1000,1.1,5,4578,"EnRoute","EnRoute",15.0589822222222,44.3608458333333,"PBN"
"REAL_F_9AJIM#2_F_SHARK04_2_1","TMA_ZADAR","11:18:58","11:19:08","11:19:08","SameTrackOneInVertical","0","3","SameTrack","OneInVertical",936,1000,7.5,5,10204,"ApproachLeg","ApproachLeg",15.0200916666667,44.4637975,"PBN"
"REAL_F_OMPIP_F_SHARK04_2_1","CTR_ZADAR","11:23:28","11:24:38",NA,"SameTrackOneInVertical","1","5","SameTrack","OneInVertical",101,1000,6.4,5,1649,"ApproachLeg","FinalApproach",15.2177275,44.1266283333333,"PBN"
"REAL_F_9AJIM#2_F_OMPIP_1","CTR_ZADAR","11:26:44","11:27:40",NA,"SameTrackOneInVertical","0","3","SameTrack","OneInVertical",514,1000,9.2,5,1785,"ApproachLeg","FinalApproach",15.2629683333333,44.1054025,"PBN"
"REAL_F_9ASET#6_F_SHARK07_2_1","TMA_PULA","11:28:14","11:28:14","11:28:44","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",961,1000,3.2,5,12979,"EnRoute","EnRoute",15.0871527777778,45.0902188888889,"PBN"
"REAL_F_9ABPR#3_F_OKEKM_1","TMA_PULA","11:32:58","11:35:42","11:38:24","OppositeOneInVertical","5","3","Opposite","OneInVertical",500,1000,0.4,5,2750,"Sid","EnRoute",14.3172272222222,44.640075,"PBN"
"REAL_F_9ASET#6_F_S5PDW#2_1","TMA_PULA","11:33:52","11:33:52","11:34:18","CrossingOneInVertical","0","3","Crossing","OneInVertical",978,1000,8.9,5,4989,"EnRoute","EnRoute",14.8552638888889,44.8002525,"PBN"
"REAL_F_N474CG#2_F_DEFCJ_1","TMA_PULA","11:34:10","11:34:14","11:34:14","CrossingOneInVertical","0","3","Crossing","OneInVertical",925,1000,9.8,5,5462,"Sid","EnRoute",14.0693158333333,45.0086138888889,"PBN"
"REAL_F_OKEKM_F_LZTLU_1","TMA_PULA","11:35:48","11:37:00","11:37:04","CrossingOneInVertical","3","3","Crossing","OneInVertical",881,1000,4.1,5,2940,"EnRoute","Sid",14.4016605555556,44.6089561111111,"PBN"
"REAL_F_9ABPR#3_F_LZTLU_1","TMA_PULA","11:36:08","11:36:08","11:37:24","CrossingOneInVertical","1","3","Crossing","OneInVertical",946,1000,6,5,2527,"Sid","Sid",14.3633544444444,44.6223813888889,"PBN"
"REAL_F_LZTLU_F_9ASET#6_1","TMA_PULA","11:36:22","11:37:18","11:37:18","OppositeOneInVertical","2","3","Opposite","OneInVertical",922,1000,5.5,5,3370,"Sid","ApproachLeg",14.5168466666667,44.6321502777778,"PBN"
"REAL_F_OKEKM_F_9ASET#6_1","TMA_PULA","11:37:12","11:39:54","11:40:36","CrossingOneInVertical","4","3","Crossing","OneInVertical",683,1000,1,5,2158,"EnRoute","ApproachLeg",14.4427480555556,44.5562675,"PBN"
"REAL_F_CTN475_F_SPWBA#2_1","TMA_SPLIT","11:37:14","11:37:14","11:37:54","CrossingOneInVertical","0","3","Crossing","OneInVertical",957,1000,8,5,1978,"FinalApproach","EnRoute",16.1509058333333,43.3909694444444,"PBN"
"REAL_F_AUA683V_F_AFL2041_1","TMA_ZAGREB","11:42:18","11:42:22","11:42:24","OppositeBothInVertical","0","5","Opposite","BothInVertical",163,1000,10,5,15174,"ApproachLeg","Sid",16.4625902777778,46.0835466666667,"PBN"
"REAL_F_AUA683V_F_AFR26EH_1","TMA_ZAGREB","11:49:24","11:50:30","11:54:46","CrossingBothInVertical","4","4","Crossing","BothInVertical",414,1000,1.6,5,5583,"ApproachLeg","ApproachLeg",15.7260155555556,45.69667,"PBN"
"REAL_F_9ASET#4_F_STK18P_1","TMA_ZADAR","11:53:38","11:54:50",NA,"CrossingBothInVertical","0","3","Crossing","BothInVertical",750,1000,8.1,5,3212,"EnRoute","ApproachLeg",15.0713202777778,44.1924311111111,"PBN"
"REAL_F_OKEKM_F_9ASET#4_1","TMA_ZADAR","11:54:20","11:54:20","11:58:20","SameTrackOneInVertical","3","3","SameTrack","OneInVertical",963,1000,3.1,5,2981,"EnRoute","EnRoute",14.9206538888889,44.2272263888889,"PBN"
"REAL_F_S5DHD_F_HBFWZ#2_1","CTR_DUBROVNIK","11:54:48","11:54:48","11:55:26","OppositeOneInVertical","3","5","Opposite","OneInVertical",8,1000,3.5,5,1004,"Sid","Sid",18.2369586111111,42.5514630555556,"PBN"
"REAL_F_9ADLH#4_F_SBI930_1","TMA_PULA","11:58:42","11:58:42","11:59:20","CrossingOneInVertical","4","3","Crossing","OneInVertical",949,1000,1,5,4525,"EnRoute","EnRoute",14.0231741666667,44.9019688888889,"PBN"
"REAL_F_ASL70W_F_VOE22KT_1","TMA_DUBROVNIK","12:13:36","12:15:14","12:15:14","OppositeOneInVertical","1","3","Opposite","OneInVertical",946,1000,6.1,5,5527,"ApproachLeg","ApproachLeg",17.8805738888889,42.6715819444444,"PBN"
"REAL_F_VMP11#2_2_F_VITEZ03#2_2_2","TMA_ZAGREB","12:23:00","12:23:00","12:31:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"PBN"
"REAL_F_EZY32XU_F_NAX95DB_1","TMA_SPLIT","12:24:54","12:24:54","12:24:54","CrossingBothInVertical","0","3","Crossing","BothInVertical",965,1000,9.9,5,2744,"FinalApproach","Sid",16.2670597222222,43.4977994444444,"PBN"
"REAL_F_JSH525_F_CSA6901_1","TMA_SPLIT","12:26:04","12:26:04","12:27:26","CrossingBothInVertical","0","3","Crossing","BothInVertical",984,1000,8.1,5,13300,"EnRoute","EnRoute",16.2849541666667,43.4674783333333,"PBN"
"REAL_F_JSH525_F_NAX95DB_1","TMA_SPLIT","12:28:10","12:28:10","12:28:44","CrossingOneInVertical","0","3","Crossing","OneInVertical",938,1000,7.7,5,13531,"EnRoute","Sid",16.2168427777778,43.4990875,"PBN"
"REAL_F_VMP11#2_2_F_CTN26T_1","CTR_ZAGREB","12:32:16","12:32:16","12:32:54","CrossingBothInVertical","1","3","Crossing","BothInVertical",916,1000,6.4,5,1936,"ApproachLeg","Sid",16.0706072222222,45.7118002777778,"PBN"
"REAL_F_CTN26T_F_VITEZ03#2_2_1","TMA_ZAGREB","12:33:04","12:33:04","12:33:30","OppositeBothInVertical","0","3","Opposite","BothInVertical",922,1000,7.8,5,3699,"Sid","ApproachLeg",16.1419413888889,45.7231833333333,"PBN"
"REAL_F_AEE785_F_AFR59EP_1","CTR_DUBROVNIK","12:36:56","12:37:28","12:37:30","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",850,1000,6.5,5,2144,"Sid","ApproachLeg",18.244575,42.5707733333333,"PBN"
"REAL_F_AFR59EP_F_SPWBA#2_1","CTR_DUBROVNIK","12:37:10","12:37:10",NA,"SameTrackOneInVertical","2","3","SameTrack","OneInVertical",971,1000,5.8,5,1485,"ApproachLeg","ApproachLeg",18.0991638888889,42.60859,"PBN"
"REAL_F_PHHRK_F_FPG288#2_1","TMA_ZAGREB","12:40:22","12:40:34","12:40:46","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",13,1000,9.3,5,2558,"ApproachLeg","Sid",16.0177333333333,45.7089958333333,"PBN"
"REAL_F_CTN384_F_FPG288#2_1","TMA_ZAGREB","12:41:22","12:41:22","12:42:02","CrossingBothInVertical","1","3","Crossing","BothInVertical",914,1000,7.1,5,6429,"Sid","Sid",16.2194966666667,45.7647211111111,"PBN"
"REAL_F_CTN381_F_EZY31TJ_1","TMA_SPLIT","12:44:48","12:46:32",NA,"CrossingBothInVertical","4","4","Crossing","BothInVertical",376,1000,1.3,5,4059,"ApproachLeg","ApproachLeg",16.0465552777778,43.4063038888889,"PBN"
"REAL_F_JAF55W_F_EWG2XC_1","ACC_ZAGREB","12:49:18","12:49:36","12:49:44","OppositeBothInVertical","0","4","Opposite","BothInVertical",344,1000,7.8,5,22127,"EnRoute","EnRoute",15.7634936111111,43.6494336111111,"PBN"
"REAL_F_JAF55W_F_VLG24DR_1","TMA_SPLIT","12:51:20","12:51:44","12:51:44","OppositeBothInVertical","2","3","Opposite","BothInVertical",894,1000,5,5,17222,"EnRoute","Sid",15.9920594444444,43.4678980555556,"PBN"
"REAL_F_CTN658_F_VMP12#2_1","TMA_ZAGREB","12:55:06","12:55:56","12:55:56","SameTrackBothInVertical","3","3","SameTrack","BothInVertical",964,1000,4.6,5,9536,"Sid","Sid",16.3295444444444,45.7093655555556,"PBN"
"REAL_F_CTN658_F_VMP12#2_2","TMA_ZAGREB","12:56:30","12:56:30","12:57:28","CrossingOneInVertical","3","3","Crossing","OneInVertical",963,1000,3.9,5,10518,"Sid","Sid",16.3620972222222,45.6827038888889,"PBN"
"REAL_F_EWG2XC_F_EZY2938_1","ACC_ZAGREB","12:57:14","12:57:14","13:10:38","SameTrackOneInVertical","2","3","SameTrack","OneInVertical",968,1000,5.3,5,33516,"EnRoute","EnRoute",14.8369172222222,44.29356,"PBN"
"REAL_F_TVS4AC_F_VJT417_1","CTR_DUBROVNIK","13:02:14","13:02:14","13:02:50","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",981,1000,8.6,5,1983,"Sid","ApproachLeg",18.2159566666667,42.5821175,"PBN"
"REAL_F_CTN8A_F_GMI23TJ_1","TMA_DUBROVNIK","13:16:46","13:16:50","13:16:50","CrossingOneInVertical","0","3","Crossing","OneInVertical",969,1000,9.7,5,5515,"ApproachLeg","ApproachLeg",17.9192191666667,42.6149641666667,"PBN"
"REAL_F_VMP12#2_2_F_VITEZ04#2_2_2","TMA_ZAGREB","13:17:00","13:17:00","13:25:08","SameTrackBothCruising","0","6","SameTrack","BothCruising",0,1000,8.4,5,5000,"EnRoute","EnRoute",17.0288025,45.6939861111111,"PBN"
"REAL_F_AUA72HR_F_DLH1UX_1","CTR_DUBROVNIK","13:17:14","13:17:30","13:17:50","SameTrackBothInVertical","0","5","SameTrack","BothInVertical",96,1000,8.8,5,2329,"Sid","ApproachLeg",18.2252783333333,42.5784486111111,"PBN"
"REAL_F_EZS19DF_F_GMI23TJ_1","TMA_DUBROVNIK","13:17:26","13:18:40","13:19:26","CrossingOneInVertical","1","4","Crossing","OneInVertical",487,1000,7,5,5756,"ApproachLeg","ApproachLeg",17.8543352777778,42.6583311111111,"PBN"
"REAL_F_CTN384_F_GMI23TJ_1","TMA_DUBROVNIK","13:19:20","13:19:36","13:20:32","OppositeOneInVertical","1","3","Opposite","OneInVertical",673,1000,7,5,6336,"ApproachLeg","ApproachLeg",17.7829061111111,42.6862786111111,"PBN"
"REAL_F_CTN384_F_EZS19DF_1","CTR_DUBROVNIK","13:21:26","13:27:02",NA,"SameTrackOneInVertical","4","3","SameTrack","OneInVertical",585,1000,1.9,5,1415,"ApproachLeg","FinalApproach",18.1983338888889,42.5889791666667,"PBN"
"REAL_F_9ABPR#6_F_EZY6270_1","TMA_PULA","13:22:30","13:22:30","13:23:16","SameTrackOneInVertical","1","3","SameTrack","OneInVertical",981,1000,7.3,5,2509,"EnRoute","Sid",14.0139133333333,44.8393522222222,"PBN"
"REAL_F_DLH8FR_F_EZY4740#2_1","OUTSIDE_FIR_N","13:29:34","13:29:34","13:30:06","OppositeOneInVertical","3","5","Opposite","OneInVertical",88,1000,3.4,5,34956,"EnRoute","EnRoute",14.4041863888889,46.5462533333333,"PBN"
"REAL_F_AEE780_F_TDR818_1","TMA_ZAGREB","13:37:46","13:38:28","13:38:48","OppositeOneInVertical","1","4","Opposite","OneInVertical",326,1000,7.3,5,10837,"ApproachLeg","EnRoute",16.3001436111111,45.4419780555556,"PBN"
"REAL_F_AUA684T_F_PHHRK#2_1","TMA_ZAGREB","13:40:32","13:40:32","13:41:42","SameTrackBothInVertical","0","3","SameTrack","BothInVertical",984,1000,7.5,5,7845,"Sid","Sid",16.2069591666667,45.8812161111111,"PBN"
"REAL_F_AOJ40T_F_AFR22CR_1","OUTSIDE_FIR_N","13:43:50","13:44:00","13:44:00","CrossingBothInVertical","0","3","Crossing","BothInVertical",960,1000,8.1,5,24622,"EnRoute","EnRoute",14.9327261111111,46.3298588888889,"PBN"
"REAL_F_EWG9900_F_AEE780_1","TMA_ZAGREB","13:45:44","13:45:44","13:45:44","SameTrackBothInVertical","1","3","SameTrack","BothInVertical",980,1000,6.2,5,2510,"ApproachLeg","ApproachLeg",15.9132855555556,45.6398825,"PBN"
"REAL_F_TVL5087_F_ASL93N_1","OUTSIDE_FIR_E","13:47:46","13:48:14","13:48:14","OppositeBothInVertical","4","3","Opposite","BothInVertical",969,1000,1.4,5,18028,"EnRoute","EnRoute",18.6541797222222,42.6206511111111,"PBN"
"REAL_F_AUA72HR_F_ADR1278_1","ACC_ZAGREB","13:48:16","13:48:54","13:49:32","OppositeOneInVertical","3","4","Opposite","OneInVertical",283,1000,2.8,5,33858,"EnRoute","EnRoute",16.4129169444444,45.2153480555556,"PBN"
"REAL_F_ADR705_F_ADR1278_1","ACC_ZAGREB","13:49:44","13:49:44","13:50:18","OppositeBothInVertical","4","3","Opposite","BothInVertical",884,1000,1.2,5,34934,"EnRoute","EnRoute",16.4826508333333,45.1333091666667,"PBN"
"REAL_F_9ARED#4_F_EZY21FD_1","TMA_SPLIT","13:54:56","13:55:02","13:55:36","CrossingOneInVertical","3","3","Crossing","OneInVertical",681,1000,3,5,8659,"EnRoute","Sid",16.3807188888889,43.4657236111111,"PBN"
"REAL_F_CTN2840_F_ADR853_1","ACC_ZAGREB","13:58:34","13:59:06","13:59:06","CrossingBothInVertical","2","3","Crossing","BothInVertical",888,1000,5.6,5,32785,"EnRoute","EnRoute",16.1652525,45.2658061111111,"PBN"
