"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"CTN632#2","LDZA","LDZD",559.23,137.2,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDZD"
"CTN632#2","LDZA","LDZD",559.23,137.2,"DH8D(MEDIUM)","Departure","Current","1","LDZD","LDZA"
"CTN656","LDZA","LDSP",1341.82,158.5,"A320(MEDIUM)","Arrival","Current","1","LDZA","LDSP"
"CTN656","LDZA","LDSP",1341.82,158.5,"A320(MEDIUM)","Departure","Current","1","LDSP","LDZA"
"CTN664","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Arrival","Current","1","LDZA","LDDU"
"CTN664","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Departure","Current","1","LDDU","LDZA"
"CTN632","LDZD","LDPL",424.73,93.4,"DH8D(MEDIUM)","Arrival","Current","1","LDZD","LDPL"
"CTN632","LDZD","LDPL",424.73,93.4,"DH8D(MEDIUM)","Departure","Current","1","LDPL","LDZD"
"CTN648","LDSP","LDDU",931.55,107.5,"A320(MEDIUM)","Arrival","Current","1","LDSP","LDDU"
"CTN648","LDSP","LDDU",931.55,107.5,"A320(MEDIUM)","Departure","Current","1","LDDU","LDSP"
"CTN3T","LDPL","LDZD",353.6,77.6,"DH8D(MEDIUM)","Arrival","Current","2","LDPL","LDZD"
"CTN3T","LDPL","LDZD",353.6,77.6,"DH8D(MEDIUM)","Departure","Current","2","LDZD","LDPL"
"TDR811","LDOS","LDZA",254.32,138.89999,"L410(MEDIUM)","Arrival","Current","2","LDOS","LDZA"
"TDR811","LDOS","LDZA",254.32,138.89999,"L410(MEDIUM)","Departure","Current","2","LDZA","LDOS"
"CTN5H","LDSP","LDZA",1300.02,162,"A319(MEDIUM)","Arrival","Current","2","LDSP","LDZA"
"CTN5H","LDSP","LDZA",1300.02,162,"A319(MEDIUM)","Departure","Current","2","LDZA","LDSP"
"CTN6B","LDDU","LDZA",1677.58,238.39999,"A320(MEDIUM)","Arrival","Current","2","LDDU","LDZA"
"CTN6B","LDDU","LDZA",1677.58,238.39999,"A320(MEDIUM)","Departure","Current","2","LDZA","LDDU"
"CTN1W","LDZA","LDSP",649.9,159.39999,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDSP"
"CTN1W","LDZA","LDSP",649.9,159.39999,"DH8D(MEDIUM)","Departure","Current","2","LDSP","LDZA"
"CTN3T#2","LDZD","LDZA",457.97,109.2,"DH8D(MEDIUM)","Arrival","Current","2","LDZD","LDZA"
"CTN3T#2","LDZD","LDZA",457.97,109.2,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDZD"
"CTN6D","LDDU","LDZA",1701.15,248.5,"A319(MEDIUM)","Arrival","Current","2","LDDU","LDZA"
"CTN6D","LDDU","LDZA",1701.15,248.5,"A319(MEDIUM)","Departure","Current","2","LDZA","LDDU"
"TDR812","LDZA","LDOS",225.28,119,"L410(MEDIUM)","Arrival","Current","2","LDZA","LDOS"
"TDR812","LDZA","LDOS",225.28,119,"L410(MEDIUM)","Departure","Current","2","LDOS","LDZA"
"SRK3RM","LDZD","LDSB",321.67,94.2,"SB20(MEDIUM)","Arrival","Current","2","LDZD","LDSB"
"SRK3RM","LDZD","LDSB",321.67,94.2,"SB20(MEDIUM)","Departure","Current","2","LDSB","LDZD"
"TDR815","LDOS","LDPL",414.95,239.8,"L410(MEDIUM)","Arrival","Current","2","LDOS","LDPL"
"TDR815","LDOS","LDPL",414.95,239.8,"L410(MEDIUM)","Departure","Current","2","LDPL","LDOS"
"9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Arrival","Current","2","LDLO","LDZA"
"9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Departure","Current","2","LDZA","LDLO"
"CTN2S","LDZA","LDSP",658.08,159.8,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDSP"
"CTN2S","LDZA","LDSP",658.08,159.8,"DH8D(MEDIUM)","Departure","Current","2","LDSP","LDZA"
"DGANA","LDZD","LDSB",32.95,84.7,"C82S(MEDIUM)","Arrival","Current","2","LDZD","LDSB"
"DGANA","LDZD","LDSB",32.95,84.7,"C82S(MEDIUM)","Departure","Current","2","LDSB","LDZD"
"SHARK04","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","2","LDZD","LDZA"
"SHARK04","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","2","LDZA","LDZD"
"CTN640","LDZA","LDSB",625.23,158.89999,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDSB"
"CTN640","LDZA","LDSB",625.23,158.89999,"DH8D(MEDIUM)","Departure","Current","2","LDSB","LDZA"
"SHARK05","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","2","LDZD","LDZA"
"SHARK05","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","2","LDZA","LDZD"
"SHARK07","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","2","LDZD","LDZA"
"SHARK07","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","2","LDZA","LDZD"
"CTN654","LDZA","LDSP",1298.48,157.5,"A319(MEDIUM)","Arrival","Current","2","LDZA","LDSP"
"CTN654","LDZA","LDSP",1298.48,157.5,"A319(MEDIUM)","Departure","Current","2","LDSP","LDZA"
"JSH524","LDPL","LDSP",205.58,141.2,"C525(MEDIUM)","Arrival","Current","2","LDPL","LDSP"
"JSH524","LDPL","LDSP",205.58,141.2,"C525(MEDIUM)","Departure","Current","2","LDSP","LDPL"
"SHARK04_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Arrival","Current","2","LDZA","LDZD"
"SHARK04_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Departure","Current","2","LDZD","LDZA"
"SHARK05_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Arrival","Current","2","LDZA","LDZD"
"SHARK05_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Departure","Current","2","LDZD","LDZA"
"9ASET#6","LDZA","LDLO",145.12,116.4,"BE9L(MEDIUM)","Arrival","Current","2","LDZA","LDLO"
"9ASET#6","LDZA","LDLO",145.12,116.4,"BE9L(MEDIUM)","Departure","Current","2","LDLO","LDZA"
"SHARK07_2","LDZA","LDZD",116.53,130.2,"TEX2(MEDIUM)","Arrival","Current","2","LDZA","LDZD"
"SHARK07_2","LDZA","LDZD",116.53,130.2,"TEX2(MEDIUM)","Departure","Current","2","LDZD","LDZA"
"JSH525","LDSP","LDPL",262.83,177.8,"C525(MEDIUM)","Arrival","Current","2","LDSP","LDPL"
"JSH525","LDSP","LDPL",262.83,177.8,"C525(MEDIUM)","Departure","Current","2","LDPL","LDSP"
"CTN8A","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Arrival","Current","2","LDZA","LDDU"
"CTN8A","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Departure","Current","2","LDDU","LDZA"
"CTN658","LDZA","LDSP",651.48,159.5,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDSP"
"CTN658","LDZA","LDSP",651.48,159.5,"DH8D(MEDIUM)","Departure","Current","2","LDSP","LDZA"
"CTN384","LDZA","LDDU",829.18,223.89999,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDDU"
"CTN384","LDZA","LDDU",829.18,223.89999,"DH8D(MEDIUM)","Departure","Current","2","LDDU","LDZA"
"CTN3RC#2","LDZA","LDDU",1102.52,223.3,"CRJ9(MEDIUM)","Arrival","Current","2","LDZA","LDDU"
"CTN3RC#2","LDZA","LDDU",1102.52,223.3,"CRJ9(MEDIUM)","Departure","Current","2","LDDU","LDZA"
"TDR818","LDPL","LDOS",378.3,217.39999,"L410(MEDIUM)","Arrival","Current","2","LDPL","LDOS"
"TDR818","LDPL","LDOS",378.3,217.39999,"L410(MEDIUM)","Departure","Current","2","LDOS","LDPL"
"MRONE","LDZD","LDDU",454.93,161.8,"F2TH(MEDIUM)","Arrival","Current","2","LDZD","LDDU"
"MRONE","LDZD","LDDU",454.93,161.8,"F2TH(MEDIUM)","Departure","Current","2","LDDU","LDZD"
"CTN5J","LDSP","LDZA",627.25,155.39999,"DH8D(MEDIUM)","Arrival","Current","2","LDSP","LDZA"
"CTN5J","LDSP","LDZA",627.25,155.39999,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDSP"
"CTN641","LDSB","LDZA",632.07,161.8,"DH8D(MEDIUM)","Arrival","Current","2","LDSB","LDZA"
"CTN641","LDSB","LDZA",632.07,161.8,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDSB"
"TDR813","LDOS","LDZA",256.18,138.89999,"L410(MEDIUM)","Arrival","Current","2","LDOS","LDZA"
"TDR813","LDOS","LDZA",256.18,138.89999,"L410(MEDIUM)","Departure","Current","2","LDZA","LDOS"
"CTN627","LDSP","LDOS",731.15,188,"DH8D(MEDIUM)","Arrival","Current","2","LDSP","LDOS"
"CTN627","LDSP","LDOS",731.15,188,"DH8D(MEDIUM)","Departure","Current","2","LDOS","LDSP"
"CTN385","LDDU","LDZA",867.95,236.60001,"DH8D(MEDIUM)","Arrival","Current","2","LDDU","LDZA"
"CTN385","LDDU","LDZA",867.95,236.60001,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDDU"
"CTN626","LDOS","LDSP",763.48,194.89999,"DH8D(MEDIUM)","Arrival","Current","2","LDOS","LDSP"
"CTN626","LDOS","LDSP",763.48,194.89999,"DH8D(MEDIUM)","Departure","Current","2","LDSP","LDOS"
"CTN5N","LDSP","LDZA",638.9,159.89999,"DH8D(MEDIUM)","Arrival","Current","2","LDSP","LDZA"
"CTN5N","LDSP","LDZA",638.9,159.89999,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDSP"
"CTN301","LDDU","LDZA",1150.75,236.89999,"CRJ9(MEDIUM)","Arrival","Current","2","LDDU","LDZA"
"CTN301","LDDU","LDZA",1150.75,236.89999,"CRJ9(MEDIUM)","Departure","Current","2","LDZA","LDDU"
"TDR814","LDZA","LDOS",235.67,119,"L410(MEDIUM)","Arrival","Current","2","LDZA","LDOS"
"TDR814","LDZA","LDOS",235.67,119,"L410(MEDIUM)","Departure","Current","2","LDOS","LDZA"
"CTN6X","LDDU","LDZA",1594.6,238.8,"A319(MEDIUM)","Arrival","Current","2","LDDU","LDZA"
"CTN6X","LDDU","LDZA",1594.6,238.8,"A319(MEDIUM)","Departure","Current","2","LDZA","LDDU"
"CTN5R","LDSP","LDZA",629.6,155.39999,"DH8D(MEDIUM)","Arrival","Current","2","LDSP","LDZA"
"CTN5R","LDSP","LDZA",629.6,155.39999,"DH8D(MEDIUM)","Departure","Current","2","LDZA","LDSP"
"CTN632#2","LDZA","LDZD",559.23,137.2,"DH8D(MEDIUM)","Arrival","Current","2","LDZA","LDZD"
"CTN632#2","LDZA","LDZD",559.23,137.2,"DH8D(MEDIUM)","Departure","Current","2","LDZD","LDZA"
"CTN656","LDZA","LDSP",1341.82,158.5,"A320(MEDIUM)","Arrival","Current","2","LDZA","LDSP"
"CTN656","LDZA","LDSP",1341.82,158.5,"A320(MEDIUM)","Departure","Current","2","LDSP","LDZA"
"CTN664","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Arrival","Current","2","LDZA","LDDU"
"CTN664","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Departure","Current","2","LDDU","LDZA"
"CTN632","LDZD","LDPL",424.73,93.4,"DH8D(MEDIUM)","Arrival","Current","2","LDZD","LDPL"
"CTN632","LDZD","LDPL",424.73,93.4,"DH8D(MEDIUM)","Departure","Current","2","LDPL","LDZD"
"CTN648","LDSP","LDDU",931.55,107.5,"A320(MEDIUM)","Arrival","Current","2","LDSP","LDDU"
"CTN648","LDSP","LDDU",931.55,107.5,"A320(MEDIUM)","Departure","Current","2","LDDU","LDSP"
"F_CTN3T","LDPL","LDZD",353.53,79,"DH8D(MEDIUM)","Arrival","PBN","1","LDPL","LDZD"
"F_CTN3T","LDPL","LDZD",353.53,79,"DH8D(MEDIUM)","Departure","PBN","1","LDZD","LDPL"
"F_TDR811","LDOS","LDZA",259.13,141.5,"L410(MEDIUM)","Arrival","PBN","1","LDOS","LDZA"
"F_TDR811","LDOS","LDZA",259.13,141.5,"L410(MEDIUM)","Departure","PBN","1","LDZA","LDOS"
"F_CTN5H","LDSP","LDZA",1278.78,162.60001,"A319(MEDIUM)","Arrival","PBN","1","LDSP","LDZA"
"F_CTN5H","LDSP","LDZA",1278.78,162.60001,"A319(MEDIUM)","Departure","PBN","1","LDZA","LDSP"
"F_CTN6B","LDDU","LDZA",1770.78,245.2,"A320(MEDIUM)","Arrival","PBN","1","LDDU","LDZA"
"F_CTN6B","LDDU","LDZA",1770.78,245.2,"A320(MEDIUM)","Departure","PBN","1","LDZA","LDDU"
"F_CTN1W","LDZA","LDSP",697.37,176.7,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDSP"
"F_CTN1W","LDZA","LDSP",697.37,176.7,"DH8D(MEDIUM)","Departure","PBN","1","LDSP","LDZA"
"F_CTN6D","LDDU","LDZA",1719.27,246,"A319(MEDIUM)","Arrival","PBN","1","LDDU","LDZA"
"F_CTN6D","LDDU","LDZA",1719.27,246,"A319(MEDIUM)","Departure","PBN","1","LDZA","LDDU"
"F_CTN3T#2","LDZD","LDZA",475.38,113.1,"DH8D(MEDIUM)","Arrival","PBN","1","LDZD","LDZA"
"F_CTN3T#2","LDZD","LDZA",475.38,113.1,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDZD"
"F_TDR812","LDZA","LDOS",223.78,118,"L410(MEDIUM)","Arrival","PBN","1","LDZA","LDOS"
"F_TDR812","LDZA","LDOS",223.78,118,"L410(MEDIUM)","Departure","PBN","1","LDOS","LDZA"
"F_SRK3RM","LDZD","LDSB",356.23,104.6,"SB20(MEDIUM)","Arrival","PBN","1","LDZD","LDSB"
"F_SRK3RM","LDZD","LDSB",356.23,104.6,"SB20(MEDIUM)","Departure","PBN","1","LDSB","LDZD"
"F_TDR815","LDOS","LDPL",430.78,250.3,"L410(MEDIUM)","Arrival","PBN","1","LDOS","LDPL"
"F_TDR815","LDOS","LDPL",430.78,250.3,"L410(MEDIUM)","Departure","PBN","1","LDPL","LDOS"
"F_9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Arrival","PBN","1","LDLO","LDZA"
"F_9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Departure","PBN","1","LDZA","LDLO"
"F_CTN2S","LDZA","LDSP",726.77,182.2,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDSP"
"F_CTN2S","LDZA","LDSP",726.77,182.2,"DH8D(MEDIUM)","Departure","PBN","1","LDSP","LDZA"
"F_DGANA","LDZD","LDSB",36.63,93.4,"C82S(MEDIUM)","Arrival","PBN","1","LDZD","LDSB"
"F_DGANA","LDZD","LDSB",36.63,93.4,"C82S(MEDIUM)","Departure","PBN","1","LDSB","LDZD"
"F_SHARK04","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","1","LDZD","LDZA"
"F_SHARK04","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","1","LDZA","LDZD"
"F_CTN640","LDZA","LDSB",644.2,163.60001,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDSB"
"F_CTN640","LDZA","LDSB",644.2,163.60001,"DH8D(MEDIUM)","Departure","PBN","1","LDSB","LDZA"
"F_SHARK05#2","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","1","LDZD","LDZA"
"F_SHARK05#2","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","1","LDZA","LDZD"
"F_SHARK07","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","1","LDZD","LDZA"
"F_SHARK07","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","1","LDZA","LDZD"
"F_CTN654","LDZA","LDSP",1322.43,168,"A319(MEDIUM)","Arrival","PBN","1","LDZA","LDSP"
"F_CTN654","LDZA","LDSP",1322.43,168,"A319(MEDIUM)","Departure","PBN","1","LDSP","LDZA"
"F_JSH524","LDPL","LDSP",216.18,150.2,"C525(MEDIUM)","Arrival","PBN","1","LDPL","LDSP"
"F_JSH524","LDPL","LDSP",216.18,150.2,"C525(MEDIUM)","Departure","PBN","1","LDSP","LDPL"
"F_SHARK04_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Arrival","PBN","1","LDZA","LDZD"
"F_SHARK04_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Departure","PBN","1","LDZD","LDZA"
"F_SHARK05_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Arrival","PBN","1","LDZA","LDZD"
"F_SHARK05_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Departure","PBN","1","LDZD","LDZA"
"F_SHARK07_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Arrival","PBN","1","LDZA","LDZD"
"F_SHARK07_2","LDZA","LDZD",111.63,130.3,"TEX2(MEDIUM)","Departure","PBN","1","LDZD","LDZA"
"F_9ASET#6","LDZA","LDLO",145.05,116.3,"BE9L(MEDIUM)","Arrival","PBN","1","LDZA","LDLO"
"F_9ASET#6","LDZA","LDLO",145.05,116.3,"BE9L(MEDIUM)","Departure","PBN","1","LDLO","LDZA"
"F_JSH525","LDSP","LDPL",261.95,176.7,"C525(MEDIUM)","Arrival","PBN","1","LDSP","LDPL"
"F_JSH525","LDSP","LDPL",261.95,176.7,"C525(MEDIUM)","Departure","PBN","1","LDPL","LDSP"
"F_CTN8A","LDZA","LDDU",1733.58,229.89999,"A319(MEDIUM)","Arrival","PBN","1","LDZA","LDDU"
"F_CTN8A","LDZA","LDDU",1733.58,229.89999,"A319(MEDIUM)","Departure","PBN","1","LDDU","LDZA"
"F_CTN658","LDZA","LDSP",673.75,167.60001,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDSP"
"F_CTN658","LDZA","LDSP",673.75,167.60001,"DH8D(MEDIUM)","Departure","PBN","1","LDSP","LDZA"
"F_CTN384","LDZA","LDDU",904.8,230,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDDU"
"F_CTN384","LDZA","LDDU",904.8,230,"DH8D(MEDIUM)","Departure","PBN","1","LDDU","LDZA"
"F_CTN3RC#2","LDZA","LDDU",1172.87,229.89999,"CRJ9(MEDIUM)","Arrival","PBN","1","LDZA","LDDU"
"F_CTN3RC#2","LDZA","LDDU",1172.87,229.89999,"CRJ9(MEDIUM)","Departure","PBN","1","LDDU","LDZA"
"F_TDR818","LDPL","LDOS",377.88,217.2,"L410(MEDIUM)","Arrival","PBN","1","LDPL","LDOS"
"F_TDR818","LDPL","LDOS",377.88,217.2,"L410(MEDIUM)","Departure","PBN","1","LDOS","LDPL"
"F_MRONE","LDZD","LDDU",483.4,169.2,"F2TH(MEDIUM)","Arrival","PBN","1","LDZD","LDDU"
"F_MRONE","LDZD","LDDU",483.4,169.2,"F2TH(MEDIUM)","Departure","PBN","1","LDDU","LDZD"
"F_CTN5J","LDSP","LDZA",647.67,163.8,"DH8D(MEDIUM)","Arrival","PBN","1","LDSP","LDZA"
"F_CTN5J","LDSP","LDZA",647.67,163.8,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDSP"
"F_CTN641","LDSB","LDZA",646.85,168.2,"DH8D(MEDIUM)","Arrival","PBN","1","LDSB","LDZA"
"F_CTN641","LDSB","LDZA",646.85,168.2,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDSB"
"F_TDR813","LDOS","LDZA",261.53,141.39999,"L410(MEDIUM)","Arrival","PBN","1","LDOS","LDZA"
"F_TDR813","LDOS","LDZA",261.53,141.39999,"L410(MEDIUM)","Departure","PBN","1","LDZA","LDOS"
"F_CTN627","LDSP","LDOS",747.73,192.2,"DH8D(MEDIUM)","Arrival","PBN","1","LDSP","LDOS"
"F_CTN627","LDSP","LDOS",747.73,192.2,"DH8D(MEDIUM)","Departure","PBN","1","LDOS","LDSP"
"F_CTN385","LDDU","LDZA",903.85,243.7,"DH8D(MEDIUM)","Arrival","PBN","1","LDDU","LDZA"
"F_CTN385","LDDU","LDZA",903.85,243.7,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDDU"
"F_CTN626","LDOS","LDSP",797.25,202.60001,"DH8D(MEDIUM)","Arrival","PBN","1","LDOS","LDSP"
"F_CTN626","LDOS","LDSP",797.25,202.60001,"DH8D(MEDIUM)","Departure","PBN","1","LDSP","LDOS"
"F_CTN5N","LDSP","LDZA",648.92,163.8,"DH8D(MEDIUM)","Arrival","PBN","1","LDSP","LDZA"
"F_CTN5N","LDSP","LDZA",648.92,163.8,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDSP"
"F_CTN301","LDDU","LDZA",1222.4,243.39999,"CRJ9(MEDIUM)","Arrival","PBN","1","LDDU","LDZA"
"F_CTN301","LDDU","LDZA",1222.4,243.39999,"CRJ9(MEDIUM)","Departure","PBN","1","LDZA","LDDU"
"F_TDR814","LDZA","LDOS",234.08,118,"L410(MEDIUM)","Arrival","PBN","1","LDZA","LDOS"
"F_TDR814","LDZA","LDOS",234.08,118,"L410(MEDIUM)","Departure","PBN","1","LDOS","LDZA"
"F_CTN6X","LDDU","LDZA",1703.45,246,"A319(MEDIUM)","Arrival","PBN","1","LDDU","LDZA"
"F_CTN6X","LDDU","LDZA",1703.45,246,"A319(MEDIUM)","Departure","PBN","1","LDZA","LDDU"
"F_CTN5R","LDSP","LDZA",648.92,163.8,"DH8D(MEDIUM)","Arrival","PBN","1","LDSP","LDZA"
"F_CTN5R","LDSP","LDZA",648.92,163.8,"DH8D(MEDIUM)","Departure","PBN","1","LDZA","LDSP"
"F_CTN632#2","LDZA","LDZD",564.93,137.2,"DH8D(MEDIUM)","Arrival","PBN","1","LDZA","LDZD"
"F_CTN632#2","LDZA","LDZD",564.93,137.2,"DH8D(MEDIUM)","Departure","PBN","1","LDZD","LDZA"
"F_CTN656","LDZA","LDSP",1371.13,167.89999,"A320(MEDIUM)","Arrival","PBN","1","LDZA","LDSP"
"F_CTN656","LDZA","LDSP",1371.13,167.89999,"A320(MEDIUM)","Departure","PBN","1","LDSP","LDZA"
"F_CTN664","LDZA","LDDU",1686.2,229.89999,"A319(MEDIUM)","Arrival","PBN","1","LDZA","LDDU"
"F_CTN664","LDZA","LDDU",1686.2,229.89999,"A319(MEDIUM)","Departure","PBN","1","LDDU","LDZA"
"F_CTN632","LDZD","LDPL",437.63,102.8,"DH8D(MEDIUM)","Arrival","PBN","1","LDZD","LDPL"
"F_CTN632","LDZD","LDPL",437.63,102.8,"DH8D(MEDIUM)","Departure","PBN","1","LDPL","LDZD"
"F_CTN648","LDSP","LDDU",1048.58,123.9,"A320(MEDIUM)","Arrival","PBN","1","LDSP","LDDU"
"F_CTN648","LDSP","LDDU",1048.58,123.9,"A320(MEDIUM)","Departure","PBN","1","LDDU","LDSP"
"F_CTN3T","LDPL","LDZD",353.53,79,"DH8D(MEDIUM)","Arrival","PBN","2","LDPL","LDZD"
"F_CTN3T","LDPL","LDZD",353.53,79,"DH8D(MEDIUM)","Departure","PBN","2","LDZD","LDPL"
"F_TDR811","LDOS","LDZA",259.13,141.5,"L410(MEDIUM)","Arrival","PBN","2","LDOS","LDZA"
"F_TDR811","LDOS","LDZA",259.13,141.5,"L410(MEDIUM)","Departure","PBN","2","LDZA","LDOS"
"F_CTN5H","LDSP","LDZA",1278.78,162.60001,"A319(MEDIUM)","Arrival","PBN","2","LDSP","LDZA"
"F_CTN5H","LDSP","LDZA",1278.78,162.60001,"A319(MEDIUM)","Departure","PBN","2","LDZA","LDSP"
"F_CTN6B","LDDU","LDZA",1770.78,245.2,"A320(MEDIUM)","Arrival","PBN","2","LDDU","LDZA"
"F_CTN6B","LDDU","LDZA",1770.78,245.2,"A320(MEDIUM)","Departure","PBN","2","LDZA","LDDU"
"F_CTN1W","LDZA","LDSP",697.37,176.7,"DH8D(MEDIUM)","Arrival","PBN","2","LDZA","LDSP"
"F_CTN1W","LDZA","LDSP",697.37,176.7,"DH8D(MEDIUM)","Departure","PBN","2","LDSP","LDZA"
"F_CTN6D","LDDU","LDZA",1719.27,246,"A319(MEDIUM)","Arrival","PBN","2","LDDU","LDZA"
"F_CTN6D","LDDU","LDZA",1719.27,246,"A319(MEDIUM)","Departure","PBN","2","LDZA","LDDU"
"F_CTN3T#2","LDZD","LDZA",475.38,113.1,"DH8D(MEDIUM)","Arrival","PBN","2","LDZD","LDZA"
"F_CTN3T#2","LDZD","LDZA",475.38,113.1,"DH8D(MEDIUM)","Departure","PBN","2","LDZA","LDZD"
"F_TDR812","LDZA","LDOS",223.78,118,"L410(MEDIUM)","Arrival","PBN","2","LDZA","LDOS"
"F_TDR812","LDZA","LDOS",223.78,118,"L410(MEDIUM)","Departure","PBN","2","LDOS","LDZA"
"F_SRK3RM","LDZD","LDSB",356.23,104.6,"SB20(MEDIUM)","Arrival","PBN","2","LDZD","LDSB"
"F_SRK3RM","LDZD","LDSB",356.23,104.6,"SB20(MEDIUM)","Departure","PBN","2","LDSB","LDZD"
"F_TDR815","LDOS","LDPL",430.78,250.3,"L410(MEDIUM)","Arrival","PBN","2","LDOS","LDPL"
"F_TDR815","LDOS","LDPL",430.78,250.3,"L410(MEDIUM)","Departure","PBN","2","LDPL","LDOS"
"F_9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Arrival","PBN","2","LDLO","LDZA"
"F_9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Departure","PBN","2","LDZA","LDLO"
"F_CTN2S","LDZA","LDSP",726.77,182.2,"DH8D(MEDIUM)","Arrival","PBN","2","LDZA","LDSP"
"F_CTN2S","LDZA","LDSP",726.77,182.2,"DH8D(MEDIUM)","Departure","PBN","2","LDSP","LDZA"
"F_DGANA","LDZD","LDSB",36.63,93.4,"C82S(MEDIUM)","Arrival","PBN","2","LDZD","LDSB"
"F_DGANA","LDZD","LDSB",36.63,93.4,"C82S(MEDIUM)","Departure","PBN","2","LDSB","LDZD"
"F_SHARK04","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","2","LDZD","LDZA"
"F_SHARK04","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","2","LDZA","LDZD"
"F_CTN640","LDZA","LDSB",644.2,163.60001,"DH8D(MEDIUM)","Arrival","PBN","2","LDZA","LDSB"
"F_CTN640","LDZA","LDSB",644.2,163.60001,"DH8D(MEDIUM)","Departure","PBN","2","LDSB","LDZA"
"F_SHARK05#2","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","2","LDZD","LDZA"
"F_SHARK05#2","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","2","LDZA","LDZD"
"F_SHARK07","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Arrival","PBN","2","LDZD","LDZA"
"F_SHARK07","LDZD","LDZA",104.27,113.5,"TEX2(MEDIUM)","Departure","PBN","2","LDZA","LDZD"
"F_CTN654","LDZA","LDSP",1322.43,168,"A319(MEDIUM)","Arrival","PBN","2","LDZA","LDSP"
"F_CTN654","LDZA","LDSP",1322.43,168,"A319(MEDIUM)","Departure","PBN","2","LDSP","LDZA"
