"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"F_EWG45J","LDSP","EDDS",1956.28,243.5,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_EZY59QA","EHAM","LDDU",1187.12,315.10001,"A320(MEDIUM)","Arrival","PBN","1","BUSET","LDDU"
"F_JAF37D","EBBR","LDSB",896.92,260.10001,"E190(MEDIUM)","Arrival","PBN","1","PEVAL","LDSB"
"F_PHHRK#3","EHAM","LDZA",62.42,85.5,"P180(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_EZY43FU","EGKK","LDSP",960.4,245,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_EZY26LM","LDSP","LIMC",2151.35,256.39999,"A320(MEDIUM)","Departure","PBN","1","ROTAR.1","LDSP"
"F_AUA733Y","LOWW","LDDU",960.35,284,"E190(MEDIUM)","Arrival","PBN","1","KOPRY","LDDU"
"F_TOM97Y","EGBB","LDPL",243.67,103.1,"B738(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_CTN5NL","LDZA","EHAM",1095.08,81.9,"A319(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_EZY84ER","EDDB","LDZD",550.58,176.8,"A319(MEDIUM)","Arrival","PBN","1","BUSET","LDZD"
"F_THY4JR","LDDU","LTBA",1106.28,77.9,"A320(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_AUA682","LDZA","LOWW",408.95,81.8,"DH8D(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_CTN438P","LDSP","EDDM",913.92,239.2,"DH8D(MEDIUM)","Departure","PBN","1","ALIVO","LDSP"
"F_EZS38CE","LDSP","LFSB",2003.22,256.29999,"A319(MEDIUM)","Departure","PBN","1","ROTAR.1","LDSP"
"F_EZY575T","EGSS","LDDU",1125.3,325.39999,"A319(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_CTN320","LDZA","LKPR",412.77,81.7,"DH8D(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_AVW712P","LDDU","LIMZ",1668.5,207.2,"B463(MEDIUM)","Departure","PBN","1","VELUG","LDDU"
"F_CTN480","LDZA","EKCH",753.02,81.6,"CRJ9(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_SAS1835","ESGG","LDSP",743.32,214.10001,"A320(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_9ADWA","LDZD","LIPR",263.22,127.6,"C25A(MEDIUM)","Departure","PBN","1","TORPO","LDZD"
"F_NAX3AQ","ESSA","LDDU",1300.02,313.39999,"B738(MEDIUM)","Arrival","PBN","1","PETOV","LDDU"
"F_DCDTN#2","EDDR","LDZD",190.35,173.60001,"C25C(MEDIUM)","Arrival","PBN","1","LABIN","LDZD"
"F_FIN8KC","EFHK","LDDU",249.87,102.1,"A321(MEDIUM)","Arrival","PBN","1","MOKUN","LDDU"
"F_SAS1831","ESSA","LDSP",975.17,248.10001,"B738(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_EWG2CT","LDZD","EDDT",1722.67,168.7,"A320(MEDIUM)","Departure","PBN","1","BUSET","LDZD"
"F_EWG3YD","EDDL","LDPL",612.77,148.60001,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_DLH3LL","EDDM","LDPL",161.73,103.1,"CRJ9(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_SAS2836","LDPL","EKCH",891.03,112.6,"CRJ9(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_EZY298U","EGSS","LDSP",772.3,216.5,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_CTN4482","LDSP","EKCH",2008.28,226.3,"A320(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_GSW2989","LDZD","LSZH",1607.72,170.3,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_IBK2604","EGKK","LDDU",1342.93,322.70001,"B738(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_TOM6AV","EGGD","LDPL",242.17,103.1,"B738(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_EZY52PT","EGKK","LDDU",1119.77,325.29999,"A319(MEDIUM)","Arrival","PBN","1","BUSET","LDDU"
"F_SAS7335","ENZV","LDSP",1087.3,260.10001,"B738(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_EWG3N","LDZD","EDDS",1730.25,170.10001,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_NAX4349","ESSA","LDZA",292.08,108.8,"B738(MEDIUM)","Arrival","PBN","1","PETOV","LDZA"
"F_EZY31YA","LDSP","LIRN",1467.78,129,"A320(MEDIUM)","Departure","PBN","1","VELUG","LDSP"
"F_VLG7724","LDDU","LEBL",1656.88,171.10001,"A320(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_CTN25F","LDZA","LFPG",1364.32,115.4,"A319(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_CTN416","LDZA","EDDF",1136.73,81.8,"A320(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_SAS4781","ENGM","LDPL",582.73,224.3,"CRJ9(MEDIUM)","Arrival","PBN","1","KOPRY","LDPL"
"F_CTN4437","EDDM","LDZA",291.12,94.6,"DH8D(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_NAX19X","ENGM","LDSP",786.6,214.10001,"B738(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_EZY28PN","LDSP","LFPG",1986.55,220.5,"A320(MEDIUM)","Departure","PBN","1","BAXON","LDSP"
"F_TOM67B","EGCC","LDPL",245.3,103.1,"B738(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_CTN460","LDZA","LSZH",518.37,115.5,"DH8D(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_EZY12XB","EGGW","LDZD",473.33,168.60001,"A320(MEDIUM)","Arrival","PBN","1","PEVAL","LDZD"
"F_EFD6S","LFLY","LDSB",329.6,181.7,"C680(MEDIUM)","Arrival","PBN","1","TORPO","LDSB"
"F_SCW4U","ESGG","LDSP",848.15,214.10001,"RJ1H(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_THY9VB","LDZA","LTBA",1780.8,183.89999,"A320(MEDIUM)","Departure","PBN","1","TUVAR.1","LDZA"
"F_SRK3AD","LDSB","LSZB",821.53,260.39999,"SB20(MEDIUM)","Departure","PBN","1","ROTAR.1","LDSB"
"F_IBK89V","LDSP","EKCH",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_EZY63NJ","EGPH","LDDU",1187.12,315.10001,"A320(MEDIUM)","Arrival","PBN","1","BUSET","LDDU"
"F_TOM1JH","EGKK","LDPL",467.2,148.60001,"B752(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
"F_N702LK","LDDU","KDLH",1573.13,325.79999,"GL5T(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_IBK481","LDSP","EFHK",2069.65,206.39999,"B738(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_SAS2833","EKCH","LDDU",800.87,253.39999,"CRJ9(MEDIUM)","Arrival","PBN","1","BAREB","LDDU"
"F_EZY61CZ","EGGD","LDSP",792.98,231.3,"A320(MEDIUM)","Arrival","PBN","1","BUSET","LDSP"
"F_BAW22LV","EGKK","LDDU",1426.4,360.10001,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDDU"
"F_JML200","LDZD","LIRQ",598.42,127.4,"E35L(MEDIUM)","Departure","PBN","1","LISKO","LDZD"
"F_EXS33RY","EGBB","LDDU",1589.72,343.10001,"B738(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDDU"
"F_IBE31ZZ","LEMD","LDDU",560.87,171.3,"A319(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_VOE22EH","LDDU","LFBD",1685.67,239.3,"B712(MEDIUM)","Departure","PBN","1","XAMIT","LDDU"
"F_NAX37Y","ESSA","LDSP",941.1,250.10001,"B738(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDSP"
"F_SAS7498","LDSP","ENZV",1805.72,193.2,"B737(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.N.1","LDSP"
"F_DEPRW","LDZD","LOWL",64.77,162.39999,"BE36(MEDIUM)","Departure","PBN","1","DARZA","LDZD"
"F_JAF3TK","LDDU","EBBR",2519.52,346.10001,"B737(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_ITE096","LDZD","LKKV",187.83,127.9,"B350(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.N","LDZD"
"F_DCM3580","LDDU","LWSK",346,79.8,"CL30(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_EZY89AG","LDDU","LFLL",2207.65,312,"A319(MEDIUM)","Departure","PBN","1","BAXON","LDDU"
"F_QTR4JJ","LDZA","OTHH",1800.38,183.89999,"A320(MEDIUM)","Departure","PBN","1","TUVAR.1","LDZA"
"F_SAS7327","ENGM","LDSP",909.22,227.8,"B738(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_CSA6905","LDSB","LOWL",695.97,234.3,"AT75(MEDIUM)","Departure","PBN","1","PETOV","LDSB"
"F_NAX95W","LDDU","ENGM",2561.78,305.70001,"B738(MEDIUM)","Departure","PBN","1","OBUTI.2","LDDU"
"F_JAF7EY","LDSB","LFRG",1676.95,264,"E190(MEDIUM)","Departure","PBN","1","ROTAR","LDSB"
"F_HAFEL","LDSB","LHSM",80.63,202.8,"PA34(MEDIUM)","Departure","PBN","1","VEBAL","LDSB"
"F_SCW17Y","ESMS","LDSP",848.15,214.10001,"RJ1H(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_SCW14X","LDSP","EKCH",1927.73,243.7,"RJ1H(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.NE.1","LDSP"
"F_IBK5691","LDDU","LEBL",1850.83,171.10001,"B738(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_OEKLS","LOLW","LDPL",85.9,193.3,"P28T(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_NAX34AZ","LDDU","ESSA",1227.05,78.2,"B738(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_SAS7347","ENBR","LDSP",835.85,214.10001,"B738(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_FIN5YN","EFHK","LDSP",1159.83,245.10001,"A321(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_S5BDM","LDZA","LYBE",397.1,176.3,"C56X(MEDIUM)","Departure","PBN","1","PEROT","LDZA"
"F_SCW6D","LDSP","ESGG",1946.37,243.7,"RJ1H(MEDIUM)","Departure","PBN","1","OUTSIDE.FIR.NE.1","LDSP"
"F_EZY59HX","LDSP","EDDB",1871.63,225.89999,"A319(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_CTN441","LOWW","LDZA",297.73,100.5,"DH8D(MEDIUM)","Arrival","PBN","1","PETOV","LDZA"
"F_TOM9AB","LDPL","EGBB",1428.78,102.1,"B738(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_PHHRK#4","LDZA","LGAV",250.32,237.39999,"P180(MEDIUM)","Departure","PBN","1","OSLUD.1","LDZA"
"F_ENT991","LDDU","LFPG",2913.93,365.10001,"B738(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_VLG1281","LDZA","LEBL",1897.85,208.60001,"A320(MEDIUM)","Departure","PBN","1","ROTAR","LDZA"
"F_KLM1939","EHAM","LDZA",188.33,85.3,"E190(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_EZY53JP","LDSP","EGKK",2108.28,247.89999,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_SAS2831","EKCH","LDSP",724.85,210.3,"A320(MEDIUM)","Arrival","PBN","1","NEMEK","LDSP"
"F_EZY43LD","LDZD","EDDB",1602.38,168.8,"A319(MEDIUM)","Departure","PBN","1","BUSET","LDZD"
"F_SAS1832","LDSP","ESSA",2040.52,206.39999,"B738(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_FIN6ML","LDDU","EFHK",1306.55,78,"A321(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_RWZ536","LDPL","UUDD",1719.9,123.7,"A321(MEDIUM)","Departure","PBN","1","ALIVO","LDPL"
"F_EWG8EV","LDPL","EDDL",1288,101.6,"A320(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_ASL45D","LDZA","LYBE",482,156.89999,"AT72(MEDIUM)","Departure","PBN","1","LAKIK","LDZA"
"F_NAX4350","LDZA","ESSA",1235.3,79.7,"B738(MEDIUM)","Departure","PBN","1","KOPRY","LDZA"
"F_HBFWZ","LSGL","LDDU",181.95,251.2,"PC12(MEDIUM)","Arrival","PBN","1","TORPO","LDDU"
"F_CTN9HR","EDDF","LDZA",414.7,105.5,"A319(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_EZY24JC","LDDU","EHAM",2468.05,326.20001,"A320(MEDIUM)","Departure","PBN","1","DARZA","LDDU"
"F_DLH3CF","LDPL","EDDM",894.47,113.2,"CRJ9(MEDIUM)","Departure","PBN","1","GIRDA","LDPL"
"F_LOT611","EPWA","LDZA",513.13,140.89999,"E195(MEDIUM)","Arrival","PBN","1","KOPRY","LDZA"
"F_AUA734","LDDU","LOWW",1939.63,317.89999,"E190(MEDIUM)","Departure","PBN","1","OBUTI.1","LDDU"
"F_EXS92LW","EGSS","LDDU",2475.32,325.39999,"B763(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_IBE31HY","LEMD","LDZA",618.02,121,"A321(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_AHO596U","LSZH","LDDU",666.82,325.39999,"E35L(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_DCDTN","LDZD","EDDR",382.58,170.5,"C25C(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_SAS4782","LDPL","ENGM",930.62,123.7,"CRJ9(MEDIUM)","Departure","PBN","1","ALIVO","LDPL"
"F_EIN46B","EIDW","LDDU",1632.2,325.39999,"A321(MEDIUM)","Arrival","PBN","1","PEVAL","LDDU"
"F_TJS91#2","LDRI","LOWI",368.8,115.4,"C650(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_BAW48G","EGLL","LDZA",286.82,94.6,"A320(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_OOACC#2","EBAW","LDRI",77.75,88.4,"C25A(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_N620SY","LDDU","KINL",1802.22,345.89999,"GLEX(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_SAS1836","LDSP","ESGG",2002.92,228.3,"A320(MEDIUM)","Departure","PBN","1","PETOV.2","LDSP"
"F_TOM8FC","LDPL","EGGD",1538.67,113.3,"B738(MEDIUM)","Departure","PBN","1","GIRDA","LDPL"
"F_SAS4733","ENGM","LDSP",1036.12,241.7,"B738(MEDIUM)","Arrival","PBN","1","KOPRY","LDSP"
"F_VLG6756","LIRF","LDZD",561.43,145.60001,"A320(MEDIUM)","Arrival","PBN","1","NIKOL","LDZD"
"F_EZY37MU","LDDU","EGSS",2403.33,342.70001,"A319(MEDIUM)","Departure","PBN","1","BUSET","LDDU"
"F_EFD6S#2","LDSB","LOWI",660.83,257.29999,"C680(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSB"
"F_CTN439P","EDDM","LDSP",883.48,288.5,"DH8D(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_GUILT","LDRI","LFMT",125,123.9,"PA31(MEDIUM)","Departure","PBN","1","LABIN","LDRI"
"F_DLH1476","EDDF","LDZD",669.58,173.5,"A319(MEDIUM)","Arrival","PBN","1","GEMKA","LDZD"
"F_BAW28V","EGKK","LDDU",1270.62,322.79999,"A320(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_EWG6YG","EDDT","LDRI",213.65,88.2,"A319(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_CTN75C","LSZH","LDSP",689.3,234.89999,"DH8D(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_EZY76TW","LIRN","LDDU",595.38,148.5,"A320(MEDIUM)","Arrival","PBN","1","AIOSA","LDDU"
"F_EZY78JZ","LDSP","EGSS",1970.7,243.39999,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_NAX91M","LDSP","ENGM",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_VLG6736","LIRF","LDDU",868.33,188.60001,"A320(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_SAS7342","LDSP","ENVA",2037.25,206.3,"B738(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_AEE788","LGAV","LDZD",725.72,237,"DH8D(MEDIUM)","Arrival","PBN","1","AIOSA","LDZD"
"F_EXS961","EGCC","LDDU",2043.52,337.10001,"B752(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_IBK2605","LDDU","EGKK",2813.4,353.79999,"B738(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_EWG73Z","EDDK","LDSP",1490,274.60001,"A319(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_CTN321","LKPR","LDZA",339.48,110.3,"DH8D(MEDIUM)","Arrival","PBN","1","PETOV","LDZA"
"F_SCW8271","LDSP","ESOE",1747.33,206.60001,"RJ1H(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_NAX36EP","ENZV","LDDU",1223.7,300.10001,"B738(MEDIUM)","Arrival","PBN","1","DARZA","LDDU"
"F_DFTON","EDVE","LDPL",75.58,103.1,"PC12(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_UAE129","OMDB","LDZA",2159.93,198.60001,"B77W(MEDIUM)","Arrival","PBN","1","PEROT","LDZA"
"F_SAS2834","LDDU","EKCH",726.05,76.6,"CRJ9(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_TOM7KX","LDPL","EGCC",1515.58,113.3,"B738(MEDIUM)","Departure","PBN","1","GIRDA","LDPL"
"F_TOM60K","LDPL","EGKK",2107.97,112.3,"B752(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_CTN423","EDDL","LDSP",764.97,239.3,"A319(MEDIUM)","Arrival","PBN","1","PEVAL","LDSP"
"F_SBI929","UUDD","LDPL",688.87,192.3,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDPL"
"F_AFL2040","UUEE","LDZA",503.67,119.7,"A320(MEDIUM)","Arrival","PBN","1","KOPRY","LDZA"
"F_LOT581","EPWA","LDZD",749.92,205.39999,"E195(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NE","LDZD"
"F_RYR6946","EBCI","LDRI",235.63,88.3,"B738(MEDIUM)","Arrival","PBN","1","ARMIX","LDRI"
"F_EXS19L","EGCC","LDSP",989.1,247.7,"B738(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_EZS89YB","LSGG","LDSP",548.62,161.7,"A320(MEDIUM)","Arrival","PBN","1","TORPO","LDSP"
"F_EZY63RK","LDZD","EGGW",1712.12,170.2,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_EZY69ML","LDDU","EGKK",2566.92,365.29999,"A319(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_CTN375","LEBL","LDZA",512.57,191.3,"CRJ9(MEDIUM)","Arrival","PBN","1","LABIN","LDZA"
"F_NJE855Y","LDPL","LFPB",420.25,101.4,"F2TH(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_TDR275","EDJA","LDDU",1089.27,312.60001,"F100(MEDIUM)","Arrival","PBN","1","ARMIX","LDDU"
"F_IBE31BD","LDDU","LEMD",1604.13,171.3,"A319(MEDIUM)","Departure","PBN","1","KATTI","LDDU"
"F_AHO247Y#2","LIEO","LDDU",247.92,171.2,"C56X(MEDIUM)","Arrival","PBN","1","KATTI","LDDU"
"F_NAX38FY","LDSP","ESSA",2069.65,206.39999,"B738(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_EZY97FB","LFPG","LDSP",792.23,234.89999,"A320(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_IBK484","EFHK","LDDU",1172.83,289,"B738(MEDIUM)","Arrival","PBN","1","VEBAL","LDDU"
"F_EZY73HF","LDSP","EGGD",2093.65,243.10001,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_SAS7328","LDSP","ENGM",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_KLM1940","LDZA","EHAM",1083.62,115.2,"E190(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_LOT612","LDZA","EPWA",896.97,81.8,"E195(MEDIUM)","Departure","PBN","1","OBUTI","LDZA"
"F_EZY74HQ","LDDU","EGPH",2607.38,353.79999,"A320(MEDIUM)","Departure","PBN","1","ROTAR","LDDU"
"F_OOACC","LDRI","EBBR",216.07,114.9,"C25A(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_QTR62SY","OTHH","LDZA",910.88,244.89999,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.E","LDZA"
"F_CTN413","EDDF","LDSP",806,216.5,"A320(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_BAW881V","LDDU","EGKK",2566.85,345.79999,"A320(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_FIN8KT","LDSP","EFHK",2280.95,206.5,"A321(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_SCW18Y","LDSP","ESSP",1747.33,206.60001,"RJ1H(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_CTN4AS","EHAM","LDZA",307.37,94.6,"A319(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_SAS7398","LDSP","ENAL",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_EXS13CE","LDDU","EGBB",2848.68,356.89999,"B738(MEDIUM)","Departure","PBN","1","PEVAL.1","LDDU"
"F_EDW448","LSZH","LDSP",815.33,239.3,"A320(MEDIUM)","Arrival","PBN","1","PEVAL","LDSP"
"F_EZY72GQ","LIMC","LDDU",1228.13,323.20001,"A320(MEDIUM)","Arrival","PBN","1","LABIN","LDDU"
"F_EWG7GB","LDRI","EDDT",1367.3,115.5,"A319(MEDIUM)","Departure","PBN","1","ALIVO","LDRI"
"F_CTN461","LSZH","LDZA",290.82,94.6,"DH8D(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_EZS1205","LFSB","LDPL",234.88,103.1,"A320(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_SAS2832","LDSP","EKCH",1897.98,206.3,"A320(MEDIUM)","Departure","PBN","1","VEBAL.3","LDSP"
"F_CTN380","LDSP","LIRF",570.18,129.3,"DH8D(MEDIUM)","Departure","PBN","1","VELUG","LDSP"
"F_DLH3AE","EDDM","LDZA",222.48,97.6,"CRJ9(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_AEE789","LDZD","LGAV",926.4,247.89999,"DH8D(MEDIUM)","Departure","PBN","1","PETAK","LDZD"
"F_CTN481","EKCH","LDZA",229.63,97.5,"CRJ9(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_DLH8KY","EDDF","LDZA",240.55,97.6,"CRJ9(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_VLG24BM","LEBL","LDSP",364.07,131.39999,"A320(MEDIUM)","Arrival","PBN","1","VAPUP","LDSP"
"F_WRC771","UKBB","LDPL",915.83,224.3,"A321(MEDIUM)","Arrival","PBN","1","KOPRY","LDPL"
"F_FPG288","LSGG","LDZA",111.25,85.3,"G280(MEDIUM)","Arrival","PBN","1","ARGOM","LDZA"
"F_CSA6904","LOWL","LDSB",523.28,218.3,"AT75(MEDIUM)","Arrival","PBN","1","DARZA","LDSB"
"F_AEE784","LGAV","LDDU",427.07,101.6,"A319(MEDIUM)","Arrival","PBN","1","MOKUN","LDDU"
"F_SAS4734","LDSP","ENGM",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","1","PETOV","LDSP"
"F_IBE31MM","LDZA","LEMD",2252.5,209.10001,"A321(MEDIUM)","Departure","PBN","1","ROTAR","LDZA"
"F_EWG6JF","EDDV","LDSP",1143.47,274.60001,"B738(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDSP"
"F_N474CG","LFBZ","LDPL",55.93,103.1,"EA50(MEDIUM)","Arrival","PBN","1","ROTAR","LDPL"
"F_VOE22RY","LFRS","LDDU",959.45,260.60001,"A319(MEDIUM)","Arrival","PBN","1","TORPO","LDDU"
"F_EZY4806","LDDU","LIRN",1336.33,117.8,"A320(MEDIUM)","Departure","PBN","1","AIOSA","LDDU"
"F_CTN474V","LDSP","LFLL",687.12,166.7,"DH8D(MEDIUM)","Departure","PBN","1","TORPO","LDSP"
"F_MSSYS","LDDU","LLSD",251.62,89.5,"C25C(MEDIUM)","Departure","PBN","1","MOKUN","LDDU"
"F_DLH1477","LDZD","EDDF",1607.72,170.3,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDZD"
"F_NAX4TM","ENBR","LDSP",1026.92,242.5,"B738(MEDIUM)","Arrival","PBN","1","DARZA","LDSP"
"F_DFTON#2","LDPL","EDVE",102.92,100.9,"PC12(MEDIUM)","Departure","PBN","1","PEVAL","LDPL"
"F_EZY42AG","EDDB","LDDU",1292.67,331.60001,"A320(MEDIUM)","Arrival","PBN","1","PETOV","LDDU"
"F_BAW85GA","LDZA","EGLL",1392.83,115.2,"A320(MEDIUM)","Departure","PBN","1","PODET","LDZA"
"F_BRO30","LDSP","LIMC",279.42,257.20001,"BE20(MEDIUM)","Departure","PBN","1","ROTAR.1","LDSP"
"F_EWG4DS","EDDL","LDSP",992.13,244.89999,"A319(MEDIUM)","Arrival","PBN","1","SABAD","LDSP"
"F_N154QS","LDSB","LIML",1154.3,177.2,"GLEX(MEDIUM)","Departure","PBN","1","TORPO","LDSB"
"F_9AJIM#2","UKLL","LDZD",167.7,196.89999,"C525(MEDIUM)","Arrival","PBN","1","KOPRY","LDZD"
"F_VLG6755","LDZD","LIRF",1505.17,139.3,"A320(MEDIUM)","Departure","PBN","1","TORPO","LDZD"
"F_EWG9RC","LDSP","EDDK",1983.73,247.8,"A319(MEDIUM)","Departure","PBN","1","PEVAL.1","LDSP"
"F_CTN4AU","LDSP","LOWW",865.45,231.3,"DH8D(MEDIUM)","Departure","PBN","1","OBUTI.2","LDSP"
"F_CTN475","LFPG","LDSP",744.83,234.8,"A319(MEDIUM)","Arrival","PBN","1","LABIN","LDSP"
"F_TVS3AC#2","LKPR","LDDU",1358.7,313.39999,"B739(MEDIUM)","Arrival","PBN","1","PETOV","LDDU"
"F_NAX37Z","LDDU","ENZV",2562.7,305.70001,"B738(MEDIUM)","Departure","PBN","1","OBUTI.2","LDDU"
"F_EZY6269","EGGD","LDPL",312.02,148.60001,"A320(MEDIUM)","Arrival","PBN","1","OUTSIDE.FIR.NW","LDPL"
